child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/wolftribe_arngrim							
arngrim_custom_2	arngrim_custom_1	0	1	1	0.0000	0.0000	REQUIRED
arngrim_custom_3	arngrim_custom_1	0	1	1	0.0000	0.0000	REQUIRED
arngrim_custom_4	arngrim_custom_1	0	1	1	0.0000	0.0000	REQUIRED
arngrim_custom_5	arngrim_custom_1	0	1	1	0.0000	0.0000	REQUIRED
arngrim_custom_6	arngrim_custom_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
arngrim_custom_6	arngrim_custom_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
arngrim_custom_6	arngrim_custom_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
arngrim_custom_6	arngrim_custom_5	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
arngrim_self_1_1	arngrim_self_0	0	1	1	0.0000	0.0000	REQUIRED
arngrim_self_1_2	arngrim_self_0	0	1	1	0.0000	0.0000	REQUIRED
arngrim_self_1_3	arngrim_self_0	0	1	1	0.0000	0.0000	REQUIRED
arngrim_self_1_4	arngrim_self_0	0	1	1	0.0000	0.0000	REQUIRED
arngrim_self_2	arngrim_self_1_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
arngrim_self_2	arngrim_self_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
arngrim_self_2	arngrim_self_1_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
arngrim_self_2	arngrim_self_1_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
arngrim_self_3_1	arngrim_self_2	0	1	1	0.0000	0.0000	REQUIRED
arngrim_self_3_2	arngrim_self_2	0	1	1	0.0000	0.0000	REQUIRED
arngrim_self_3_3	arngrim_self_2	0	1	1	0.0000	0.0000	REQUIRED
arngrim_self_3_4	arngrim_self_2	0	1	1	0.0000	0.0000	REQUIRED
arngrim_self_4	arngrim_self_3_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
arngrim_self_4	arngrim_self_3_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
arngrim_self_4	arngrim_self_3_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
arngrim_self_4	arngrim_self_3_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
