child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/wolftribe_shaman_hero							
wolftribe_shaman_hero_self_02	wolftribe_shaman_hero_self_01	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_self_03	wolftribe_shaman_hero_self_01	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_self_04	wolftribe_shaman_hero_self_02	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_self_04	wolftribe_shaman_hero_self_03	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_self_05	wolftribe_shaman_hero_self_04	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_self_06	wolftribe_shaman_hero_self_04	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_self_07	wolftribe_shaman_hero_self_05	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_self_07	wolftribe_shaman_hero_self_06	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_magic_02	wolftribe_shaman_hero_magic_01	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_magic_03	wolftribe_shaman_hero_magic_01	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_magic_04	wolftribe_shaman_hero_magic_01	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_magic_05	wolftribe_shaman_hero_magic_01	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_magic_06	wolftribe_shaman_hero_magic_02	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wolftribe_shaman_hero_magic_06	wolftribe_shaman_hero_magic_03	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wolftribe_shaman_hero_magic_06	wolftribe_shaman_hero_magic_04	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wolftribe_shaman_hero_magic_06	wolftribe_shaman_hero_magic_05	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wolftribe_shaman_hero_magic_07	wolftribe_shaman_hero_magic_06	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_magic_08	wolftribe_shaman_hero_magic_06	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_magic_09	wolftribe_shaman_hero_magic_06	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_magic_10	wolftribe_shaman_hero_magic_06	0	1	1	0.0000	0.0000	REQUIRED
wolftribe_shaman_hero_magic_11	wolftribe_shaman_hero_magic_07	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wolftribe_shaman_hero_magic_11	wolftribe_shaman_hero_magic_08	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wolftribe_shaman_hero_magic_11	wolftribe_shaman_hero_magic_09	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wolftribe_shaman_hero_magic_11	wolftribe_shaman_hero_magic_10	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
