child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/hkrul_geimdall							
skill_node_hkrul_geimdall_special_1_1	skill_node_hkrul_geimdall_special_1_0	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_special_1_2	skill_node_hkrul_geimdall_special_1_0	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_special_1_3	skill_node_hkrul_geimdall_special_1_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
skill_node_hkrul_geimdall_special_1_3	skill_node_hkrul_geimdall_special_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
skill_node_hkrul_geimdall_special_1_4	skill_node_hkrul_geimdall_special_1_3	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_special_1_5	skill_node_hkrul_geimdall_special_1_3	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_special_1_6	skill_node_hkrul_geimdall_special_1_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
skill_node_hkrul_geimdall_special_1_6	skill_node_hkrul_geimdall_special_1_5	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_02	hkrul_skill_node_geimdall_battle_01	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_battle_03	hkrul_skill_node_geimdall_battle_01	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_battle_04	hkrul_skill_node_geimdall_battle_01	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_battle_05	hkrul_skill_node_geimdall_battle_01	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_battle_06	hkrul_skill_node_geimdall_battle_01	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_battle_07	hkrul_skill_node_geimdall_battle_01	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_battle_08	hkrul_skill_node_geimdall_battle_02	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_08	hkrul_skill_node_geimdall_battle_03	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_08	hkrul_skill_node_geimdall_battle_04	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_08	hkrul_skill_node_geimdall_battle_05	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_08	hkrul_skill_node_geimdall_battle_06	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_08	hkrul_skill_node_geimdall_battle_07	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_09	hkrul_skill_node_geimdall_battle_08	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_battle_10	hkrul_skill_node_geimdall_battle_08	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_battle_11	hkrul_skill_node_geimdall_battle_08	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_battle_12	hkrul_skill_node_geimdall_battle_08	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_battle_13	hkrul_skill_node_geimdall_battle_09	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_14	hkrul_skill_node_geimdall_battle_09	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_13	hkrul_skill_node_geimdall_battle_10	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_14	hkrul_skill_node_geimdall_battle_10	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_13	hkrul_skill_node_geimdall_battle_11	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_14	hkrul_skill_node_geimdall_battle_11	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_13	hkrul_skill_node_geimdall_battle_12	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_battle_14	hkrul_skill_node_geimdall_battle_12	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_campaign_02	hkrul_skill_node_geimdall_campaign_01	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_campaign_03	hkrul_skill_node_geimdall_campaign_01	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_campaign_04	hkrul_skill_node_geimdall_campaign_01	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_campaign_05	hkrul_skill_node_geimdall_campaign_01	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_campaign_06	hkrul_skill_node_geimdall_campaign_02	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_campaign_06	hkrul_skill_node_geimdall_campaign_03	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_campaign_06	hkrul_skill_node_geimdall_campaign_04	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_campaign_06	hkrul_skill_node_geimdall_campaign_05	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_campaign_07	hkrul_skill_node_geimdall_campaign_06	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_campaign_08	hkrul_skill_node_geimdall_campaign_06	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_campaign_09	hkrul_skill_node_geimdall_campaign_06	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_campaign_10	hkrul_skill_node_geimdall_campaign_06	0	1	1	0.0000	0.0000	REQUIRED
hkrul_skill_node_geimdall_campaign_11	hkrul_skill_node_geimdall_campaign_07	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_campaign_11	hkrul_skill_node_geimdall_campaign_08	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_campaign_11	hkrul_skill_node_geimdall_campaign_09	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_skill_node_geimdall_campaign_11	hkrul_skill_node_geimdall_campaign_10	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
skill_node_hkrul_geimdall_self_1_1	skill_node_hkrul_geimdall_self_0	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_self_1_2	skill_node_hkrul_geimdall_self_0	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_self_1_3	skill_node_hkrul_geimdall_self_0	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_self_1_4	skill_node_hkrul_geimdall_self_0	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_self_2	skill_node_hkrul_geimdall_self_1_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
skill_node_hkrul_geimdall_self_2	skill_node_hkrul_geimdall_self_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
skill_node_hkrul_geimdall_self_2	skill_node_hkrul_geimdall_self_1_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
skill_node_hkrul_geimdall_self_2	skill_node_hkrul_geimdall_self_1_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
skill_node_hkrul_geimdall_self_3_1	skill_node_hkrul_geimdall_self_2	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_self_3_2	skill_node_hkrul_geimdall_self_2	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_self_3_3	skill_node_hkrul_geimdall_self_2	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_self_3_4	skill_node_hkrul_geimdall_self_2	0	1	1	0.0000	0.0000	REQUIRED
skill_node_hkrul_geimdall_self_4	skill_node_hkrul_geimdall_self_3_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
skill_node_hkrul_geimdall_self_4	skill_node_hkrul_geimdall_self_3_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
skill_node_hkrul_geimdall_self_4	skill_node_hkrul_geimdall_self_3_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
skill_node_hkrul_geimdall_self_4	skill_node_hkrul_geimdall_self_3_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
