order	special_ability	target_self	target_friends	target_enemies	phase
#special_ability_to_special_ability_phase_junctions_tables;2;db/special_ability_to_special_ability_phase_junctions_tables/hkrul_late_summer					
1	hkrul_grydal_shield	false	false	true	hkrul_grydal_shield
1	hkrul_grydal_axe	true	false	false	hkrul_grydal_axe
1	hkrul_goftur_rally	true	true	false	hkrul_goftur_rally
1	hkrul_goftur_shield_pas	true	true	false	hkrul_goftur_shield_pas
1	hkrul_goftur_helm	true	false	false	hkrul_goftur_helm
1	hkrul_shark_augment	true	false	false	hkrul_shark_augment
1	hkrul_mermedus_shield	false	true	false	hkrul_mermedus_shield
1	hkrul_mermedus_axe	true	false	false	hkrul_mermedus_axe
1	hkrul_urf_rally	true	true	false	hkrul_urf_rally
1	hkrul_urf_shield_pas	true	true	false	hkrul_urf_shield_pas
1	hkrul_urf_helm	true	false	false	hkrul_urf_helm
1	hkrul_goftur_bite	false	false	true	hkrul_goftur_bite
1	hkrul_shark_augment_2	true	false	false	hkrul_shark_augment_2
1	hkrul_goftur_cry	false	false	true	hkrul_goftur_cry
1	hkrul_goftur_augment	true	false	false	hkrul_goftur_augment
1	hkrul_grydal_breath	true	false	false	hkrul_grydal_breath
1	hkrul_grydal_hand	false	false	true	hkrul_grydal_hand
1	hkrul_grydal_mark	true	false	false	hkrul_grydal_mark
1	hkrul_skoroth_pas	true	false	false	hkrul_skoroth_pas
1	hkrul_mermedus_mark	true	false	false	hkrul_mermedus_mark
1	hkrul_circle_blooded	true	false	false	hkrul_circle_blooded
1	hkrul_moon_time	true	false	false	hkrul_moon_time
1	hkrul_wolf_hunter	true	false	false	hkrul_wolf_hunter
1	hkrul_yngve_eye	true	false	false	hkrul_yngve_eye
1	hkrul_haraldur_tankard	true	false	false	hkrul_haraldur_tankard
1	hkrul_haraldur_rally	true	true	false	hkrul_haraldur_rally
0	hkrul_haraldur_rally	false	false	true	hkrul_haraldur_rally_enemy
1	hkrul_haraldur_shield	false	true	false	hkrul_haraldur_shield
1	hkrul_skald_rally	true	true	false	hkrul_skald_rally
1	hkrul_tuula_mark	true	false	false	hkrul_tuula_mark
1	hkrul_snaegr_mark	true	false	false	hkrul_snaegr_mark
1	hkrul_eyrdal_thorn	true	false	false	hkrul_eyrdal_thorn
