order	special_ability	target_self	target_friends	target_enemies	phase
#special_ability_to_special_ability_phase_junctions_tables;2;db/special_ability_to_special_ability_phase_junctions_tables/hkrul_late_frost					
1	hkrul_mortensen_shield	false	true	false	hkrul_mortensen_shield
1	hkrul_mortensen_axe	true	false	false	hkrul_mortensen_axe
1	hkrul_geimdall_rally	true	true	false	hkrul_geimdall_rally
1	hkrul_geimdall_shield_pas	true	true	false	hkrul_geimdall_shield_pas
1	hkrul_geimdall_helm	true	false	false	hkrul_geimdall_helm
1	hkrul_geimdall_horn	true	true	false	hkrul_geimdall_horn
0	hkrul_geimdall_horn	false	false	true	hkrul_geimdall_horn_enemy
1	hkrul_mortensen_rally	false	false	true	hkrul_mortensen_rally
1	hkrul_norsca_shield_3	true	false	false	hkrul_norsca_shield_3
1	hkrul_norsca_axe_5	true	false	false	hkrul_norsca_axe_5
1	hkrul_norsca_axe_4	false	false	true	hkrul_norsca_axe_4
1	hkrul_yngve_gaze	false	false	true	hkrul_yngve_gaze
1	hkrul_yngve_rune	true	true	false	hkrul_yngve_rune
1	hkrul_geimdall_wall_formation	true	false	false	hkrul_geimdall_wall_formation_buffer
2	hkrul_geimdall_wall_formation	true	false	false	hkrul_geimdall_wall_formation
