unit	military_group
#units_to_groupings_military_permissions_tables;0;db/units_to_groupings_military_permissions_tables/scm_norsca	
hkrul_skeggi_giant_ror	wh_main_group_norsca
rhox_graeling_werekin_of_fijgard	wh_main_group_norsca
wolftribe_nor_inf_wolfguard_honorguard	wh_main_group_norsca
wolftribe_nor_inf_wolf_champions_ror_0	wh_main_group_norsca
rhox_bjornling_huscarl	wh_main_group_norsca
rhox_bjornling_huscarl_ror	wh_main_group_norsca
rhox_skeggi_dodvakt	wh_main_group_norsca
hkrul_sarl_hunters	wh_main_group_norsca
hkrul_sarl_hunters_ror	wh_main_group_norsca
hkrul_norsca_ymir_ror	wh_main_group_norsca
hkrul_skraevold	wh_main_group_norsca
hkrul_godi	wh_main_group_norsca
