unit	military_group
#units_to_groupings_military_permissions_tables;0;db/units_to_groupings_military_permissions_tables/hkrul_adella	
hkrul_skeggi_inf_marauder_berserkers_0	wh_main_group_norsca
hkrul_skeggi_inf_marauder_champions_0	wh_main_group_norsca
hkrul_skeggi_inf_marauder_champions_1	wh_main_group_norsca
hkrul_skeggi_inf_marauder_hunters_1	wh_main_group_norsca
hkrul_skeggi_inf_marauder_spearman_0	wh_main_group_norsca
hkrul_skeggi_giant	wh_main_group_norsca
hkrul_skeggi_giant_ror	wh_main_group_norsca
hkrul_skeggi_inf_chaos_marauders_0	wh_main_group_norsca
hkrul_skeggi_inf_chaos_marauders_1	wh_main_group_norsca
hkrul_skeggi_inf_marauder_hunters_0	wh_main_group_norsca
