unit	military_group
#units_to_groupings_military_permissions_tables;0;db/units_to_groupings_military_permissions_tables/scm_norsca_characters	
hkrul_verdandi	wh_main_group_norsca
hkrul_ulfric	wh_main_group_norsca
hkrul_sayl	wh_main_group_norsca
hkrul_lokjar	wh_main_group_norsca
hkrul_harald	wh_main_group_norsca
hkrul_einar	wh_main_group_norsca
hkrul_drenok	wh_main_group_norsca
hkrul_akkorak	wh_main_group_norsca
hkrul_birna	wh_main_group_norsca
hkrul_adella	wh_main_group_norsca
hkrul_adella_horse	wh_main_group_norsca
hkrul_adella_chariot	wh_main_group_norsca
hkrul_adella_stegadon	wh_main_group_norsca
hkrul_soren	wh_main_group_norsca
hkrul_hakka	wh_main_group_norsca
hkrul_hakka_chariot	wh_main_group_norsca
hkrul_hakka_juggernaut	wh_main_group_norsca
hkrul_oda	wh_main_group_norsca
hkrul_uzul	wh_main_group_norsca
hkrul_sarg	wh_main_group_norsca
hkrul_sarg_horse	wh_main_group_norsca
hkrul_sarg_chariot	wh_main_group_norsca
hkrul_sarg_exalted_seeker_chariot	wh_main_group_norsca
hkrul_surtha_ek	wh_main_group_norsca
hkrul_surtha_ek_chariot	wh_main_group_norsca
scm_norsca_huern	wh_main_group_norsca
scm_norsca_huern_wolf	wh_main_group_norsca
nor_skin_wolf_lord	wh_main_group_norsca
nor_skin_wolf_lord_02	wh_main_group_norsca
nor_skin_wolf_lord_03	wh_main_group_norsca
scm_norsca_ulsdau	wh_main_group_norsca
scm_norsca_asta_02	wh_main_group_norsca
scm_norsca_asta	wh_main_group_norsca
hkrul_graill	wh_main_group_norsca
hkrul_hildr	wh_main_group_norsca
