character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_goftur				
hkrul_goftur_special_0_2	hkrul_goftur_avatar	1	character_to_force_own_unseen	1.0000
hkrul_goftur_special_0_2	hkrul_norsca_md_sea	1	character_to_force_own_alt_text	10.0000
hkrul_goftur_special_0_1	hkrul_shark_augment_2	1	general_to_force_own	1.0000
hkrul_goftur_special_0_1	hkrul_norsca_xp_gain_sea	1	character_to_force_own_alt_text	100.0000
hkrul_goftur_special_1_0	hkrul_norsca_post_battle_sea	1	character_to_character_own	35.0000
hkrul_goftur_special_1_0	wh_main_effect_character_stat_leadership_aura_size_attacking	1	character_to_character_own	30.0000
hkrul_goftur_special_1_1	wh_main_effect_force_stat_leadership_enemy_unit	1	general_to_force_enemy_regionwide	-8.0000
hkrul_goftur_special_1_1	hkrul_goftur_children	1	character_to_character_own_factionwide_heroes	1.0000
hkrul_goftur_special_1_2	wh_main_effect_character_stat_melee_defence	1	character_to_character_own	10.0000
hkrul_goftur_special_1_2	wh_main_effect_character_stat_speed	1	character_to_character_own	10.0000
hkrul_goftur_special_1_3	wh_main_effect_force_all_campaign_experience_base_all	1	general_to_force_own	2.0000
hkrul_goftur_special_1_3	wh3_main_effect_force_all_campaign_movement_range_post_battle_win	1	character_to_character_own	15.0000
hkrul_goftur_special_1_4	wh2_main_effect_building_construction_time_mod_ports	1	character_to_province_own_factionwide	-1.0000
hkrul_goftur_special_1_4	wh2_main_effect_economy_gdp_mod_trade_sea_global	1	character_to_region_own_factionwide	10.0000
hkrul_goftur_special_1_5	wh3_main_effect_character_stat_unit_mass_percentage_mod	1	character_to_character_own	20.0000
hkrul_goftur_special_1_5	wh_main_effect_character_stat_unit_health	1	character_to_character_own	15.0000
hkrul_goftur_special_1_6	hkrul_goftur_cry	1	character_to_character_own	1.0000
hkrul_goftur_special_1_6	hkrul_goftur_vanguard_sea	1	general_to_force_own	1.0000
innate_hkrul_goftur	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_goftur	hkrul_norsca_post_steal_mod_sea	1	character_to_army_general_own_unseen	75.0000
innate_hkrul_goftur	hkrul_norsca_post_battle_sea_dummy	1	character_to_character_own	5.0000
innate_hkrul_goftur	hkrul_goftur_shark_summon	1	character_to_character_own	1.0000
