character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_olaf				
hkrul_olaf_special_1_0	wh_main_effect_character_stat_magic_resistance	1	character_to_character_own	10.0000
hkrul_olaf_special_1_0	hkrul_olaf_rally	1	character_to_character_own	1.0000
hkrul_olaf_special_1_1	wh_dlc08_effect_force_stat_melee_defence_marauders	1	general_to_force_own	6.0000
hkrul_olaf_special_1_1	wh_main_effect_force_all_campaign_recruitment_cost_all	1	general_to_force_own	-10.0000
hkrul_olaf_special_1_2	wh3_main_effect_corruption_khorne_characters	1	character_to_province_any	3.0000
hkrul_olaf_special_1_2	wh_main_effect_public_order_characters_negative	1	character_to_province_enemy	-5.0000
hkrul_olaf_special_1_3	wh2_dlc11_cst_increase_sea_encounter	1	character_to_faction	1.0000
hkrul_olaf_special_1_3	wh_main_effect_modify_vassal_income	1	character_to_faction_unseen	35.0000
hkrul_olaf_special_1_4	wh2_dlc09_effect_force_stat_melee_attack_heroes	1	army_to_army_own	10.0000
hkrul_olaf_special_1_4	hkrul_heroes_def	1	army_to_army_own	10.0000
hkrul_olaf_special_1_5	wh3_dlc24_effect_ability_frenzy_vs_empire	1	character_to_character_own_armytext	1.0000
hkrul_olaf_special_1_5	wh2_dlc12_effect_force_stat_melee_attack_foreign_territory	1	general_to_force_own	6.0000
hkrul_olaf_special_1_6	wh_main_effect_character_stat_unit_health	1	character_to_faction	1.0000
innate_hkrul_olaf	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_olaf	wh3_main_effect_force_all_campaign_movement_range_post_raze_bonus	1	character_to_character_own	25.0000
innate_hkrul_olaf	wh3_main_effect_ability_enable_gorefeast	1	character_to_character_own	1.0000
innate_hkrul_olaf	hkrul_olaf_income_raiding	1	character_to_force_own_alt_text	5.0000
hkrul_olaf_special_0_1	hkrul_olaf_retinue	1	character_to_character_own	1.0000
hkrul_olaf_special_0_1	wh_main_effect_character_stat_unit_health	1	character_to_character_own	10.0000
hkrul_olaf_special_0_2	wh_main_effect_character_stat_weapon_strength_attacking	1	character_to_character_own	15.0000
hkrul_olaf_special_0_2	wh_main_effect_character_stat_leadership_aura_size	1	character_to_character_own	35.0000
hkrul_olaf_chariot	wh_dlc08_effect_enable_mount_chaos_chariot	1	character_to_character_own	1.0000
hkrul_olaf_mammoth	hkrul_olaf_mammoth	1	character_to_character_own	1.0000
