character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_adella				
hkrul_adella_special_0_1	wh_main_effect_force_all_campaign_upkeep	1	general_to_force_own	-10.0000
hkrul_adella_special_0_3	wh3_main_effect_battle_barrier_replenish_delay_mod	1	character_to_character_own	-25.0000
hkrul_adella_special_0_3	wh3_main_effect_battle_barrier_health_add	1	character_to_character_own	600.0000
hkrul_adella_special_0_2	hkrul_adella_skeggi_recruit_rank	1	general_to_force_own	2.0000
hkrul_adella_special_0_2	hkrul_adella_skeggi_md	1	general_to_force_own	10.0000
hkrul_adella_special_1_0	wh2_dlc13_effect_xp_gain_increase_lizardmen	1	general_to_force_own	100.0000
hkrul_adella_special_1_0	wh_main_effect_force_stat_armour	1	general_to_force_own	15.0000
hkrul_adella_special_1_1	wh_main_effect_character_stat_enable_poison_attacks	1	general_to_force_own	1.0000
hkrul_adella_special_1_1	wh_main_effect_force_all_campaign_replenishment_rate	1	general_to_force_own	10.0000
hkrul_adella_special_1_2	wh_main_effect_character_stat_melee_attack	1	character_to_character_own	20.0000
hkrul_adella_special_1_2	wh_main_effect_character_stat_weapon_strength	1	character_to_character_own	10.0000
hkrul_adella_special_1_3	wh3_main_effect_winds_of_magic_pool_cap	1	character_to_force_own_unseen	10.0000
hkrul_adella_special_1_3	wh2_main_effect_ability_cooldown_spells	1	character_to_character_own	-10.0000
hkrul_adella_special_1_4	wh_main_effect_character_mod_ancillary_drop	1	character_to_character_own	25.0000
hkrul_adella_special_1_4	wh_main_effect_force_all_campaign_raid_income	1	general_to_force_own	40.0000
hkrul_adella_special_1_5	wh2_main_effect_force_stat_leadership_vs_lizardmen	1	general_to_force_own	15.0000
hkrul_adella_special_1_5	wh_main_effect_force_army_campaign_attrition_all_resistance	1	general_to_force_own	-75.0000
hkrul_adella_mount	hkrul_adella_mount	1	character_to_character_own	1.0000
hkrul_adella_mount_2	hkrul_adella_mount_2	1	character_to_character_own	1.0000
hkrul_adella_mount_3	hkrul_adella_mount_3	1	character_to_character_own	1.0000
innate_hkrul_adella	hkrul_adella_skeggi_ws	1	character_to_force_own_unseen	10.0000
innate_hkrul_adella	wh3_main_effect_winds_of_magic_increase_chance_mod	1	character_to_region_any_local_province_text	15.0000
innate_hkrul_adella	hkrul_enable_immortality	1	character_to_character_own	1.0000
hkrul_adella_magic_dummy_blue_fire	wh3_main_effect_ability_enable_tzeentch_blue_fire_of_tzeentch	1	character_to_character_own	1.0000
hkrul_adella_special_0_2	hkrul_adella_skeggi_recruit_rank	2	general_to_force_own	3.0000
hkrul_adella_special_0_2	hkrul_adella_skeggi_md	2	general_to_force_own	15.0000
