character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_ulfric				
hkrul_ulfric_special_0_2	wh_main_effect_force_all_campaign_recruitment_cost_all	1	general_to_force_own	-10.0000
hkrul_ulfric_special_0_1	wh_main_effect_force_stat_reload_time_reduction_tower_siege	2	character_to_force_own	10.0000
hkrul_ulfric_special_1_0	wh_main_effect_force_stat_melee_defence	1	general_to_force_own	5.0000
hkrul_ulfric_special_1_0	wh3_main_effect_force_stat_bonus_vs_infantry_vs_norsca	1	general_to_force_own	5.0000
hkrul_ulfric_special_1_1	wh_main_effect_region_resource_furs_production	1	character_to_region_own	10.0000
hkrul_ulfric_special_1_2	wh_main_effect_force_all_campaign_replenishment_rate	1	general_to_force_own	10.0000
hkrul_ulfric_special_1_2	wh_main_effect_province_growth_characters	1	character_to_province_own	15.0000
hkrul_ulfric_special_1_3	wh2_main_effect_force_stat_melee_attack_at_sea	1	general_to_force_own	8.0000
hkrul_ulfric_special_1_3	wh2_twa03_attrition_immunity_high_seas_reef_storm	1	general_to_force_own	1.0000
hkrul_ulfric_special_1_4	wh_main_effect_economy_trade_tariff_mod	1	character_to_faction_unseen	15.0000
hkrul_ulfric_special_1_4	wh_main_faction_political_diplomacy_mod_empire	1	character_to_faction_unseen	15.0000
hkrul_ulfric_special_1_5	wh_dlc05_effect_force_stat_ammunition_siege_defence	1	character_to_character_own	1.0000
innate_hkrul_ulfric	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_ulfric	wh_main_effect_force_stat_leadership_siege_defence	1	general_to_force_own	8.0000
hkrul_ulfric_mammoth	hkrul_ulfric_mammoth	1	character_to_character_own	1.0000
