building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/rhox_adella								
rhox_adella_dae_temple_kho_1			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_crucible_of_blood	false	wh3_main_dae_temple_kho_1	true
rhox_adella_dae_temple_kho_2			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_crucible_of_blood	false	wh3_main_dae_temple_kho_2	true
rhox_adella_dae_temple_kho_3			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_crucible_of_blood	false	wh3_main_dae_temple_kho_3	true
rhox_adella_dae_temple_kho_4			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_crucible_of_blood	false	wh3_main_dae_temple_kho_4	true
rhox_adella_dae_temple_kho_5			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_crucible_of_blood	false	wh3_main_dae_temple_kho_5	true
rhox_adella_dae_temple_nur_1			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_plague_doctors_surgery	false	wh3_main_dae_temple_nur_1	true
rhox_adella_dae_temple_nur_2			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_plague_doctors_surgery	false	wh3_main_dae_temple_nur_2	true
rhox_adella_dae_temple_nur_3			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_plague_doctors_surgery	false	wh3_main_dae_temple_nur_3	true
rhox_adella_dae_temple_nur_4			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_plague_doctors_surgery	false	wh3_main_dae_temple_nur_4	true
rhox_adella_dae_temple_nur_5			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_plague_doctors_surgery	false	wh3_main_dae_temple_nur_5	true
rhox_adella_dae_temple_sla_1			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_baroque_pavane	false	wh3_main_dae_temple_sla_1	true
rhox_adella_dae_temple_sla_2			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_baroque_pavane	false	wh3_main_dae_temple_sla_2	true
rhox_adella_dae_temple_sla_3			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_baroque_pavane	false	wh3_main_dae_temple_sla_3	true
rhox_adella_dae_temple_sla_4			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_baroque_pavane	false	wh3_main_dae_temple_sla_4	true
rhox_adella_dae_temple_sla_5			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_baroque_pavane	false	wh3_main_dae_temple_sla_5	true
rhox_adella_dae_temple_tze_1			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_thaumaturgic_orrery	false	wh3_main_dae_temple_tze_1	true
rhox_adella_dae_temple_tze_2			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_thaumaturgic_orrery	false	wh3_main_dae_temple_tze_2	true
rhox_adella_dae_temple_tze_3			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_thaumaturgic_orrery	false	wh3_main_dae_temple_tze_3	true
rhox_adella_dae_temple_tze_4			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_thaumaturgic_orrery	false	wh3_main_dae_temple_tze_4	true
rhox_adella_dae_temple_tze_5			wh2_main_nor_skeggi	wh_main_PLACEHOLDER	dae_prince_thaumaturgic_orrery	false	wh3_main_dae_temple_tze_5	true
