building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/scm_norsca								
rhox_fc_norsca_hafskael_yard				wh_main_PLACEHOLDER	norsca_hafskaels_yard	false	rhox_fc_norsca_hafskael_yard	true
rhox_fc_norsca_harald_throne				wh_main_PLACEHOLDER	norsca_haralds_throne	false	rhox_fc_norsca_harald_throne	true
rhox_fc_norsca_kai_delta_swamp				wh_main_PLACEHOLDER	norsca_swamps_of_the_kali_delta	false	rhox_fc_norsca_kai_delta_swamp	true
rhox_fc_norsca_valmir_aesling				wh_main_PLACEHOLDER	norsca_monolith_of_valmir_aesling	false	rhox_fc_norsca_valmir_aesling	true
rhox_fc_norsca_great_gathering				wh_main_PLACEHOLDER	norsca_great_gathering	false	rhox_fc_norsca_great_gathering	true
rhox_fc_norsca_ruins_of_vinnskor				wh_main_PLACEHOLDER	norsca_ruins-of_vinnskor	false	rhox_fc_norsca_ruins_of_vinnskor	true
rhox_fc_norsca_sargath_tent				wh_main_PLACEHOLDER	norsca_sargaths_royal_tent	false	rhox_fc_norsca_sargath_tent	true
rhox_fc_norsca_chaos_iceberg				wh_main_PLACEHOLDER	norsca_chaos_iceberg	false	rhox_fc_norsca_chaos_iceberg	true
rhox_fc_norsca_corrupted_khemri				wh_main_PLACEHOLDER	norsca_khemri_pyramid	false	rhox_fc_norsca_chaos_iceberg	true
rhox_beorg_halls_of_urslo				wh_main_PLACEHOLDER	norsca_great_hall_of_urslo	false	rhox_beorg_halls_of_urslo	true
hkrul_norsca_duel_circle				wh_main_PLACEHOLDER	norsca_duel_circle	false	hkrul_norsca_duel_circle	true
hkrul_norsca_snaegr_hall				wh_main_PLACEHOLDER	norsca_snaegr_hall	false	hkrul_norsca_snaegr_hall	true
hkrul_norsca_mermedus_temple				wh_main_PLACEHOLDER	norsca_temple_mermedus	false	hkrul_norsca_mermedus_temple	true
hkrul_norsca_erik_tomb				wh_main_PLACEHOLDER	hkrul_losteriksson_grave	false	hkrul_norsca_erik_tomb	true
hkrul_norsca_barrows				wh_main_PLACEHOLDER	norsca_bragnir_barrow	false	hkrul_norsca_barrows	true
