set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/hkrul_hafskael		
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_campaign_01	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_campaign_03	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_campaign_04	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_campaign_05	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_campaign_06	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_campaign_07	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_campaign_actions_dummy	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_innate	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_special_1_0	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_special_1_1	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_special_1_2	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_special_1_3	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_special_1_4	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_special_1_5	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_special_1_6	false
skill_node_set_hkrul_hafskael	hkrul_hafskael_agent_actions	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_self_0	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_self_1_1	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_self_1_2	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_self_1_3	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_self_1_4	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_self_2	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_self_3_1	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_self_3_2	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_self_3_3	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_self_3_4	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_self_4	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_unique_1	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_unique_2	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_unique_3	false
skill_node_set_hkrul_hafskael	skill_node_hkrul_hafskael_unique_4	false
skill_node_set_hkrul_hafskael	wh_dlc08_skill_node_nor_shaman_sorcerer_fire_unique_06	false
skill_node_set_hkrul_hafskael	hkrul_hafskael_charm	false
skill_node_set_hkrul_hafskael	hkrul_hafskael_axe	false
