id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
#campaign_character_arts_tables;0;db/campaign_character_arts_tables/hkrul_nor_surp																
266555936	hkrul_olg	0	0		none	hkrul_olg			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_lord_hu1c_wh3_boris_glaive	cam_transport_ship_05	cam_transport_ship_05	0	0	0
266555937	hkrul_tuula	0	0		none	hkrul_tuula			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_hildr_01	cam_transport_ship_05	cam_transport_ship_05	0	0	0
266555938	hkrul_haftagg	0	0		none	hkrul_haftagg			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1c_chaos_axe_and_shield	cam_transport_ship_05	cam_transport_ship_05	0	0	0
266555939	hkrul_olaf	0	0		none	hkrul_olaf			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_lord_hu1c_wh3_boris_glaive	cam_transport_ship_05	cam_transport_ship_05	0	0	0
266555944	hkrul_bubos_boss	0	0		none	hkrul_bubos_boss			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_dr1_dragon_boss	cam_medium_ship_05	cam_medium_ship_05	0	0	0
266555940	hkrul_orgrim	0	0		none	hkrul_orgrim			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1c_chaos_axe_and_shield	cam_transport_ship_05	cam_transport_ship_05	0	0	0
266555941	hkrul_berus	0	0		none	hkrul_berus			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1c_chaos_axe_and_shield	cam_transport_ship_05	cam_transport_ship_05	0	0	0
266555942	hkrul_usta	0	0		none	hkrul_usta			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_hildr_01	cam_transport_ship_05	cam_transport_ship_05	0	0	0
266555943	hkrul_kammler	0	0		none	hkrul_kammler			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_hildr_01	cam_transport_ship_05	cam_transport_ship_05	0	0	0
266555947	hkrul_eyri	0	0		none	hkrul_eyri			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	rhox_fc_norsca_cam_lord_hu1c_wh3_kislev_dual_axe_just_without_raiding_sound	cam_transport_ship_05	cam_transport_ship_05	0	0	0
