id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_adella_corruption		
rhox_adella_corruption_tzeentch_1-10_rhox_adella_tze_tzeentch	wh3_main_corruption_tzeentch_good_1-10	2.0000
rhox_adella_corruption_tzeentch_11-20_rhox_adella_tze_tzeentch	wh3_main_corruption_tzeentch_good_11-20	2.0000
rhox_adella_corruption_tzeentch_21-30_rhox_adella_tze_tzeentch	wh3_main_corruption_tzeentch_good_21-30	2.0000
rhox_adella_corruption_tzeentch_31-40_rhox_adella_tze_tzeentch	wh3_main_corruption_tzeentch_good_31-40	2.0000
rhox_adella_corruption_tzeentch_41-50_rhox_adella_tze_tzeentch	wh3_main_corruption_tzeentch_good_41-50	2.0000
rhox_adella_corruption_tzeentch_51-60_rhox_adella_tze_tzeentch	rhox_adella_corruption_tzeentch_51-60	2.0000
rhox_adella_corruption_tzeentch_61-70_rhox_adella_tze_tzeentch	rhox_adella_corruption_tzeentch_61-70	2.0000
rhox_adella_corruption_tzeentch_71-80_rhox_adella_tze_tzeentch	rhox_adella_corruption_tzeentch_71-80	2.0000
rhox_adella_corruption_tzeentch_81-90_rhox_adella_tze_tzeentch	rhox_adella_corruption_tzeentch_81-90	2.0000
rhox_adella_corruption_tzeentch_91-100_rhox_adella_tze_tzeentch	rhox_adella_corruption_tzeentch_91-100_rhox_adella_tze_tzeentch	2.0000
rhox_adella_corruption_nurgle_1-10_rhox_adella_nur_nurgle	wh3_main_corruption_nurgle_good_1-10	2.0000
rhox_adella_corruption_nurgle_11-20_rhox_adella_nur_nurgle	wh3_main_corruption_nurgle_good_11-20	2.0000
rhox_adella_corruption_nurgle_21-30_rhox_adella_nur_nurgle	wh3_main_corruption_nurgle_good_21-30	2.0000
rhox_adella_corruption_nurgle_31-40_rhox_adella_nur_nurgle	wh3_main_corruption_nurgle_good_31-40	2.0000
rhox_adella_corruption_nurgle_41-50_rhox_adella_nur_nurgle	wh3_main_corruption_nurgle_good_41-50	2.0000
rhox_adella_corruption_nurgle_51-60_rhox_adella_nur_nurgle	rhox_adella_corruption_nurgle_51-60	2.0000
rhox_adella_corruption_nurgle_61-70_rhox_adella_nur_nurgle	rhox_adella_corruption_nurgle_61-70	2.0000
rhox_adella_corruption_nurgle_71-80_rhox_adella_nur_nurgle	rhox_adella_corruption_nurgle_71-80	2.0000
rhox_adella_corruption_nurgle_81-90_rhox_adella_nur_nurgle	rhox_adella_corruption_nurgle_81-90	2.0000
rhox_adella_corruption_nurgle_91-100_rhox_adella_nur_nurgle	rhox_adella_corruption_nurgle_91-100_rhox_adella_nur_nurgle	2.0000
rhox_adella_corruption_khorne_1-10_rhox_adella_kho_khorne	wh3_main_corruption_khorne_good_1-10	2.0000
rhox_adella_corruption_khorne_11-20_rhox_adella_kho_khorne	wh3_main_corruption_khorne_good_11-20	2.0000
rhox_adella_corruption_khorne_21-30_rhox_adella_kho_khorne	wh3_main_corruption_khorne_good_21-30	2.0000
rhox_adella_corruption_khorne_31-40_rhox_adella_kho_khorne	wh3_main_corruption_khorne_good_31-40	2.0000
rhox_adella_corruption_khorne_41-50_rhox_adella_kho_khorne	wh3_main_corruption_khorne_good_41-50	2.0000
rhox_adella_corruption_khorne_51-60_rhox_adella_kho_khorne	rhox_adella_corruption_khorne_51-60	2.0000
rhox_adella_corruption_khorne_61-70_rhox_adella_kho_khorne	rhox_adella_corruption_khorne_61-70	2.0000
rhox_adella_corruption_khorne_71-80_rhox_adella_kho_khorne	rhox_adella_corruption_khorne_71-80	2.0000
rhox_adella_corruption_khorne_81-90_rhox_adella_kho_khorne	rhox_adella_corruption_khorne_81-90	2.0000
rhox_adella_corruption_khorne_91-100_rhox_adella_kho_khorne	rhox_adella_corruption_khorne_91-100_rhox_adella_kho_khorne	2.0000
rhox_adella_corruption_slaanesh_1-10_rhox_adella_sla_slaanesh	wh3_main_corruption_slaanesh_good_1-10	2.0000
rhox_adella_corruption_slaanesh_11-20_rhox_adella_sla_slaanesh	wh3_main_corruption_slaanesh_good_11-20	2.0000
rhox_adella_corruption_slaanesh_21-30_rhox_adella_sla_slaanesh	wh3_main_corruption_slaanesh_good_21-30	2.0000
rhox_adella_corruption_slaanesh_31-40_rhox_adella_sla_slaanesh	wh3_main_corruption_slaanesh_good_31-40	2.0000
rhox_adella_corruption_slaanesh_41-50_rhox_adella_sla_slaanesh	wh3_main_corruption_slaanesh_good_41-50	2.0000
rhox_adella_corruption_slaanesh_51-60_rhox_adella_sla_slaanesh	rhox_adella_corruption_slaanesh_51-60	2.0000
rhox_adella_corruption_slaanesh_61-70_rhox_adella_sla_slaanesh	rhox_adella_corruption_slaanesh_61-70	2.0000
rhox_adella_corruption_slaanesh_71-80_rhox_adella_sla_slaanesh	rhox_adella_corruption_slaanesh_71-80	2.0000
rhox_adella_corruption_slaanesh_81-90_rhox_adella_sla_slaanesh	rhox_adella_corruption_slaanesh_81-90	2.0000
rhox_adella_corruption_slaanesh_91-100_rhox_adella_sla_slaanesh	rhox_adella_corruption_slaanesh_91-100_rhox_adella_sla_slaanesh	2.0000
