id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/scm_fc_norsca_surthaek_diplo		
diplomacy_Subcult_Norsca_&_Faction_SurthaEk	diplomacy_Faction_SurthaEk	8.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_Negative	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_Negative	24.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionBeastmen	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBeastmen	9.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionBeastmen_&_Negative	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBeastmen_&_Negative	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionBeastmen_&_Positive	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBeastmen_&_Positive	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionBretonnia	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBretonnia	9.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionBretonnia_&_Negative	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBretonnia_&_Negative	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionBretonnia_&_Positive	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBretonnia_&_Positive	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionChaos	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionChaos	9.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionChaos_&_Negative	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionChaos_&_Negative	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionChaos_&_Positive	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionChaos_&_Positive	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionDwarf	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionDwarf	9.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionDwarf_&_Negative	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionDwarf_&_Negative	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionDwarf_&_Positive	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionDwarf_&_Positive	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionEmpire	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionEmpire	9.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionEmpire_&_Negative	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionEmpire_&_Negative	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionEmpire_&_Positive	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionEmpire_&_Positive	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionGreenskin	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionGreenskin	9.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionGreenskin_&_Negative	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionGreenskin_&_Negative	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionGreenskin_&_Positive	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionGreenskin_&_Positive	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionNorsca	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionChaos	9.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionNorsca_&_Negative	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionChaos_&_Negative	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionNorsca_&_Positive	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionChaos_&_Positive	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionVamp	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionVamp	9.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionVamp_&_Negative	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionVamp_&_Negative	25.0000
diplomacy_Subcult_Norsca_&_Faction_SurthaEk_&_OtherFactionVamp_&_Positive	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionVamp_&_Positive	25.0000
