id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_fc_norsca_marauding		
rhox_totn_feature_norsca_availability_nor_mixer_nor_beorg	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_cr_nor_servants_of_mermedus	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_mixer_nor_cult_of_mermedus	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_wh2_main_nor_skeggi	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_wh3_dlc20_nor_kul	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_wh_dlc08_nor_vanaheimlings	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_wh_main_nor_graeling	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_wh_main_nor_sarl	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_wh_main_nor_varg	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_mixer_nor_fjordlings	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_wh_main_nor_skaeling	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_wh_dlc08_nor_naglfarlings	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_wh_main_nor_aesling	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_wh_main_nor_baersonling	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_wh3_dlc20_nor_yusak	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_mixer_nor_bloodfjord	wh_dlc08_feature_norsca_without_sayl	1.0000
rhox_totn_feature_norsca_availability_nor_mixer_nor_snaegr	wh_dlc08_feature_norsca_without_sayl	1.0000
wh3_dlc27_main_feature_norsca_availability_nor_bjornling	hkrul_bjornling_feature_group	1.0000
