id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_adella_diplo		
diplomacy_Faction_SupremeSorceress_rhox_skeggi_	diplomacy_FactionGroup_SupremeSorceress	8.0000
diplomacy_Faction_SupremeSorceress_rhox_skeggi_&_Negative	diplomacy_FactionGroup_SupremeSorceress_&_Negative	24.0000
diplomacy_Faction_SupremeSorceress_rhox_skeggi_&_OtherFactionDarkElves	diplomacy_FactionGroup_SupremeSorceress_&_OtherFactionDarkElves	9.0000
diplomacy_Faction_SupremeSorceress_rhox_skeggi_&_OtherFactionDarkElves_&_Negative	diplomacy_FactionGroup_SupremeSorceress_&_OtherFactionDarkElves_&_Negative	25.0000
diplomacy_Faction_SupremeSorceress_rhox_skeggi_&_OtherFactionHighElves	diplomacy_FactionGroup_SupremeSorceress_&_OtherFactionHighElves	9.0000
diplomacy_Faction_SupremeSorceress_rhox_skeggi_&_OtherFactionHighElves_&_Negative	diplomacy_FactionGroup_SupremeSorceress_&_OtherFactionHighElves_&_Negative	25.0000
diplomacy_Faction_SupremeSorceress_rhox_skeggi_&_OtherFactionLizardmen	diplomacy_FactionGroup_SupremeSorceress_&_OtherFactionLizardmen	9.0000
diplomacy_Faction_SupremeSorceress_rhox_skeggi_&_OtherFactionLizardmen_&_Negative	diplomacy_FactionGroup_SupremeSorceress_&_OtherFactionLizardmen_&_Negative	25.0000
diplomacy_Faction_SupremeSorceress_rhox_skeggi_&_OtherFactionSkaven	diplomacy_FactionGroup_SupremeSorceress_&_OtherFactionSkaven	9.0000
diplomacy_Faction_SupremeSorceress_rhox_skeggi_&_OtherFactionSkaven_&_Negative	diplomacy_FactionGroup_SupremeSorceress_&_OtherFactionSkaven_&_Negative	25.0000
diplomacy_Faction_SupremeSorceress_rhox_skeggi_&_OtherFactionTombKings	diplomacy_FactionGroup_SupremeSorceress_&_OtherFactionTombKings	9.0000
diplomacy_Faction_SupremeSorceress_rhox_skeggi_&_OtherFactionTombKings_&_Negative	diplomacy_FactionGroup_SupremeSorceress_&_OtherFactionTombKings_&_Negative	25.0000
