id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_birna_diplo		
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna	diplomacy_FactionGroup_DE_DreadlordFemale2	8.0000
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_Negative	24.0000
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBeastmen	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBeastmen	9.0000
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBeastmen_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBeastmen_&_Negative	25.0000
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBeastmen_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBeastmen_&_Positive	25.0000
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBretonnia	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBretonnia	9.0000
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBretonnia_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBretonnia_&_Negative	25.0000
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBretonnia_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBretonnia_&_Positive	25.0000
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionChaos	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionChaos	9.0000
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionChaos_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionChaos_&_Negative	25.0000
