key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_ui_override	ai_usage_template_group	audio_vo_actor_override	mom_vortex_key
#unit_special_abilities_tables;74;db/unit_special_abilities_tables/hkrul_scm_norsca_anc																																																																						
hkrul_norsca_axe_1	15.0000	90.0000	3	0.0000	false	0	0	false	30.0000		false	false	false	0.0000	false	false	1.0000	false	3522142	wh3_twa07_spell_bound_call_of_tor		cast_up_short	0.0000	0.0000	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0.0000		aoe_centred_on_self	wh_main_spell_bound_soulfire		vo_battle_special_ability_spell_cast_positive	0.0000	150.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	2	false	1.0000		true	Tempest	Tempest			
hkrul_norsca_axe_2	50.0000	110.0000	2	40.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	83522143				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					
hkrul_norsca_axe_3	20.0000	70.0000	3	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	83522144				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_norsca_helmet_1	45.0000	130.0000	2	0.0000	true	0	0	false	45.0000		false	false	false	0.0000	false	false	0.0000	false	83522145				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh3_main_ability_modular		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true		Slaanesh			
hkrul_norsca_helmet_2	-1.0000	-1.0000	-1	30.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	83522146				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
hkrul_norsca_sword_1	30.0000	95.0000	3	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	83522147				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_norsca_sword_2	10.0000	45.0000	5	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	3.0000	false	83522148			cast_up_medium	0.0000	0.0000	wh_abilities_generic_wind	wh_abilities_generic_wind	wh3_main_tempest_biting_wind		wh3_main_spell_tempest_biting_wind_upgraded	0.0000	wh_main_generic_miscast	vortex_wind_ap	wh3_main_ability_modular	tempest_medium	vo_battle_special_ability_spell_cast_negative	0.0000	150.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true		Tempest			
hkrul_norsca_sword_3	20.0000	100.0000	3	25.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	83522149				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					
hkrul_norsca_sword_4	18.0000	100.0000	3	0.0000	false	0	1	false	60.0000		false	true	false	120.0000	false	false	0.0000	false	83522150				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000		hex_melee	wh_group_hero		vo_battle_special_ability_spell_cast_negative	90.0000	90.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
