key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_ui_override	ai_usage_template_group	audio_vo_actor_override	mom_vortex_key
#unit_special_abilities_tables;74;db/unit_special_abilities_tables/scm_norsca																																																																						
hkrul_adella_sword	35.0000	100.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	276139131				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	100.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_soren_sack	35.0000	30.0000	3	0.0000	true	1	0	false	30.0000		true	false	false	100.0000	false	false	1.0000	false	276139132				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000			wh3_dlc23_hero_abilities_crooked_dice		vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	true				false	false	false	false	false		random_phases	false	false	true	-1.0000	false	buff_unit	1	false	1.0000		true					
hkrul_soren_sack_2	40.0000	30.0000	5	0.0000	true	1	0	false	30.0000		true	false	false	100.0000	false	false	1.0000	false	276139133				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000			wh3_dlc23_hero_abilities_crooked_dice		vo_battle_special_ability_generic_response	125.0000	125.0000				false	false	true	true				false	false	false	false	false		random_phases	false	false	true	-1.0000	false	buff_unit	1	false	1.0000		true					
hkrul_akkorak_spear	35.0000	50.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	276139134				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	100.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_birna_sword	35.0000	100.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	276139135				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	100.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_birna_bow	-1.0000	120.0000	3	0.0000	false	0	0	false	0.0000	wh2_dlc13_weapon_abilities_amber_bow	false	true	false	250.0000	false	false	4.5000	false	276139170			cast_forward_medium	0.0000	0.0000	wh_spell_generic_missiles					0.0000		projectile_single_ap	wh_group_item		vo_battle_special_ability_generic_response	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_single	1	false	0.3000		true					
hkrul_drenok_axe	35.0000	100.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	276139136				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	100.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_einar_sword	25.0000	70.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	276139137				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	100.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_harald_sword	35.0000	100.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	276139138				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	100.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_lokjar_cry	30.0000	90.0000	-1	35.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	93432261				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					
hkrul_lokjar_gorger	30.0000	90.0000	-1	35.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	93432262				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					
hkrul_summon_nightmaw	2.0000	1.0000	1	0.0000	true	0	0	true	1.0000		false	false	false	0.0000	false	false	0.0000	true	276139140		hkrul_nightmav		0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000					vo_battle_special_ability_generic_response	600.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true					
hkrul_summon_nightmaw_dummy	1.0000	45.0000	1	0.0000	false	0	0	false	9999.0000		false	true	true	-1.0000	false	false	5.0000	true	276139141		hkrul_nightmav		0.0000	0.0000	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0000			wh_group_rune		vo_battle_special_ability_generic_response	0.0000	0.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true					
hkrul_ulfric_axe	35.0000	100.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	276139142				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	100.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_verdandi_hunt	30.0000	90.0000	-1	35.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	276139143				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					
rhox_fc_norsca_summon_raven	2.0000	1.0000	1	0.0000	true	0	0	true	1.0000		false	false	false	0.0000	false	false	0.0000	true	276139144		calm_fc_norsca_raven		0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000					vo_battle_special_ability_generic_response	600.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true					
rhox_fc_norsca_raven	-1.0000	-1.0000	-1	35.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	276139145				0.0000	0.0000		wh_abilities_generic_buff				0.0000					vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false		delay_death	false	false	true	-1.0000	false	buff_unit	1	false	1.0000		true					
hkrul_ulfric_crown	40.0000	-1.0000	1	-1.0000	false	-1	0	false	50.0000		false	false	false	0.0000	false	false	5.0000	false	276139146				0.0000	0.0000						0.0000		augment_melee_area	wh_group_unit		vo_battle_special_ability_generic_response	250.0000	0.0000				false	false	true	false				false	false	false	false	true			false	false	true	-1.0000	false	buff_unit	1	false	0.0000		true					
hkrul_hakka_axe	30.0000	90.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	512139155				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_birna_gaze	20.0000	120.0000	-1	0.0000	false	0	1	true	0.0000		false	true	false	100.0000	false	false	0.0000	false	512139157				0.0000	0.0000	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0000		hex_melee	wh_group_lord_ability		vo_battle_special_ability_generic_response	159.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_single	1	false	1.0000		true					
hkrul_birna_flock	7.0000	60.0000	4	35.0000	false	0	-1	true	0.0000		false	true	true	100.0000	false	false	0.0000	false	512139158			cast_up_short	0.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0.0000		direct_damage_multi_entity_area	wh_dlc03_spell_beasts_flock_of_doom	beasts_short	vo_battle_special_ability_spell_cast_negative	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true	Beasts				
hkrul_ulfric_raiders	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	512139159				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					
hkrul_oda_shield	30.0000	115.0000	-1	45.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	512139160				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					
