key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_ui_override	ai_usage_template_group	audio_vo_actor_override	mom_vortex_key
#unit_special_abilities_tables;74;db/unit_special_abilities_tables/rhox_skald																																																																						
rhox_skald_battle_chant	-1.0000	30.0000	-1	50.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	1.0000	false	885131378			cast_up_short	0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_melee_area			vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_army	3	false	1.5000		true					
rhox_skald_guardian_cadence	-1.0000	30.0000	-1	50.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	1.0000	false	885131379			cast_up_short	0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_defense_melee_area			vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_army	3	false	1.5000		true					
rhox_skald_fury_call	-1.0000	30.0000	-1	50.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	1.0000	false	885131380			cast_up_short	0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_melee_area			vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_army	3	false	1.5000		true					
rhox_skald_guardian_cadence_upgraded	-1.0000	30.0000	-1	100.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	1.0000	false	885131381			cast_up_short	0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_defense_melee_area			vo_battle_special_ability_generic_response	100.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_army	3	false	1.6000		true					
rhox_skald_fury_call_upgraded	-1.0000	30.0000	-1	100.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	1.0000	false	885131382			cast_up_short	0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_melee_area			vo_battle_special_ability_generic_response	100.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_army	3	false	1.6000		true					
hkrul_skald_horn_passive	-1.0000	-1.0000	-1	30.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	885131383				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_melee			vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
hkrul_skald_drum_passive	-1.0000	-1.0000	-1	30.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	885131384				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_defense_melee			vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
hkrul_skald_saga	5.0000	90.0000	3	35.0000	true	5	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	false	885131385			cast_up_short	0.0000	0.0000	wh_abilities_generic_regeneration	wh_abilities_generic_regeneration				0.0000		augment_morale_area	wh_group_hero		vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					
hkrul_skald_rally	30.0000	90.0000	-1	35.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	885131386				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					
