effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/ab_wolftribe				
hunting_camp_stance_army_settlement_horde	wh_main_effect_horde_unit_replenishment_hidden	force_to_general_own	10.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh3_main_effect_force_army_campaign_attrition_all_immunity_camp_stance	army_to_army_own_unseen	1.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh_main_effect_force_army_campaign_ambush_defence_success_chance	army_to_army_own_unseen	75.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh3_main_effect_character_experience_per_turn_hidden	force_to_general_own	200.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh3_main_effect_force_encamp_campaign_movement_while_recruiting_dummy	force_to_force_own	1.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh_main_effect_economy_gdp_mod_all	force_to_region_own_raiding	-100.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh_main_effect_force_all_campaign_replenishment_rate_horde	force_to_general_own	20.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh_main_effect_force_all_campaign_stance_diplomacy_penalty_dummy	army_to_army_own_unseen	1.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh_main_effect_force_all_campaign_stance_public_order_hit_dummy	army_to_army_own_unseen	-5.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-20.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh_main_effect_force_army_campaign_enable_replenishment_in_foreign_territory_encamp_stance	army_to_army_own_unseen	1.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh_main_effect_force_army_campaign_stance_growth_all_dummy	force_to_force_own	-5.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh_main_effect_force_stat_leadership	army_to_army_own_unseen	10.0000	start_turn_completed
hunting_camp_stance_army_settlement_horde	wh_main_effect_force_stat_melee_defence	army_to_army_own_unseen	10.0000	start_turn_completed
hunting_camp_trait_bundle	starting_buildings_hunting_camp	faction_to_faction_own_unseen	1.0000	start_turn_completed
packlord_hunter_reward_kho	wh3_main_effect_ability_enable_fuelled_by_rage	character_to_character_own	1.0000	start_turn_completed
packlord_hunter_reward_sla	packlord_hunter_enable_attribute_devastating_flanker	character_to_character_own	1.0000	start_turn_completed
packlord_hunter_reward_nur	wh3_main_effect_ability_enable_pestilent_decay	character_to_character_own	1.0000	start_turn_completed
packlord_hunter_reward_tzc	wh3_dlc20_effect_ability_enable_bound_infernal_gateway	character_to_character_own	1.0000	start_turn_completed
packlord_hunter_reward_olr	wh2_dlc10_effect_ability_enable_chilling_aura	character_to_character_own	1.0000	start_turn_completed
packlord_hunter_reward_tzc	wh3_main_effect_battle_barrier_health_add	character_to_character_own	500.0000	start_turn_completed
packlord_hunter_reward_sla	wh3_main_effect_ability_enable_willing_prey	character_to_character_own	1.0000	start_turn_completed
packlord_hunter_reward_sla	wh3_main_effect_ability_enable_sinful_footing	character_to_character_own	1.0000	start_turn_completed
packlord_hunter_reward_olr	wh_dlc08_effect_ability_enable_hunter_of_champions	character_to_character_own	1.0000	start_turn_completed
packlord_hunter_reward_olr	wh_main_effect_force_all_campaign_movement_range	general_to_force_own	15.0000	start_turn_completed
wolftribe_payload_rana_join	wh2_dlc13_payload_hunter_join_dummy	faction_to_sea_region_own	1.0000	start_turn_completed
wolftribe_payload_hidolfr_join	wh2_dlc13_payload_hunter_join_dummy	faction_to_sea_region_own	1.0000	start_turn_completed
