effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/scm_norsca				
rhox_baersonling_high_wom	wh_main_effect_force_stat_weapon_strength	force_to_force_own_all_units	10.0000	start_turn_completed
rhox_icefang_region_winter_storm	rhox_drenok_winter_storm	region_to_force_enemy	1.0000	start_turn_completed
rhox_akkorak_purchasable_speed	wh_main_effect_force_stat_speed	character_to_character_own	20.0000	start_turn_completed
rhox_akkorak_purchasable_missile_resistance	wh_main_effect_force_stat_missile_resistance	character_to_character_own	20.0000	start_turn_completed
rhox_akkorak_purchasable_melee_attack	wh_main_effect_force_stat_melee_attack	character_to_character_own	5.0000	start_turn_completed
rhox_bjornling_fish_stance	rhox_bjornling_fish_catching	force_to_faction_own_factionwide	10.0000	start_turn_completed
rhox_bjornling_fish_stance	wh_main_effect_force_all_campaign_stance_cannot_attack_dummy	navy_to_navy_own	1.0000	start_turn_completed
rhox_bjornling_fish_stance	wh_main_effect_force_campaign_stance_begin_fatigued_4_tired	navy_to_navy_own	4.0000	start_turn_completed
rhox_bjornling_fish_stance	rhox_ulfric_item_chance_dummy	navy_to_navy_own	5.0000	start_turn_completed
rhox_bjornling_fish_stance	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-40.0000	start_turn_completed
rhox_bjornling_fish_stance	wh_main_effect_force_all_campaign_stance_ap_cost	army_to_army_own_unseen	50.0000	start_turn_completed
rhox_fc_norsca_confederate_effect	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own	15.0000	start_turn_completed
rhox_fc_norsca_spared_leader	wh_main_effect_character_stat_leadership_aura_size	faction_to_character_own_unseen	35.0000	start_turn_completed
rhox_sayl_chaos_spawn_gift	rhox_sayl_chaos_sapwn_dummy	character_to_character_own	1.0000	start_turn_completed
rhox_sayl_chaos_spawn_gift	rhox_sayl_effect_removal_dummy	character_to_character_own	1.0000	start_turn_completed
rhox_sayl_chaos_spawn_gift	wh3_main_effect_corruption_chaos_characters	character_to_province_any	8.0000	start_turn_completed
rhox_sayl_chaos_spawn_gift	wh2_dlc13_effect_morale_versus_nor_chs_bst	general_to_force_own	-5.0000	start_turn_completed
rhox_bjornling_bundle_ksl_followers_5	wh3_main_effect_public_order_supporters	faction_to_province_own	6.0000	start_turn_completed
rhox_bjornling_bundle_ksl_followers_5	wh3_main_faction_political_diplomacy_mod_kislev	faction_to_faction_own_unseen	100.0000	start_turn_completed
rhox_bjornling_bundle_ksl_followers_5	rhox_fc_norsca_hildr_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_bjornling_bundle_ksl_followers_5	wh_main_effect_force_stat_leadership	faction_to_force_own	9.0000	start_turn_completed
rhox_bjornling_bundle_ksl_followers_5	wh_main_effect_force_stat_speed	faction_to_force_own	6.0000	start_turn_completed
