group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/scm_norsca_characters		
wh3_default_land_characters	hkrul_soren	10
wh3_default_land_characters	hkrul_adella	10
wh3_default_land_characters	hkrul_adella_horse	10
wh3_default_land_characters	hkrul_adella_chariot	10
wh3_default_land_characters	hkrul_adella_stegadon	10
wh3_default_land_characters	hkrul_akkorak	10
wh3_default_land_characters	hkrul_birna	10
wh3_default_land_characters	hkrul_drenok	10
wh3_default_land_characters	hkrul_drenok_chariot	10
wh3_default_land_characters	hkrul_drenok_bear	10
wh3_default_land_characters	hkrul_einar	10
wh3_default_land_characters	hkrul_einar_bear	10
wh3_default_land_characters	hkrul_harald	10
wh3_default_land_characters	hkrul_sayl	10
wh3_default_land_characters	hkrul_sayl_chariot	10
wh3_default_land_characters	hkrul_sayl_mammoth	10
wh3_default_land_characters	hkrul_ulfric	10
wh3_default_land_characters	hkrul_ulfric_horse	10
wh3_default_land_characters	hkrul_ulfric_chariot	10
wh3_default_land_characters	hkrul_ulfric_mammoth	10
wh3_default_land_characters	hkrul_verdandi	10
wh3_default_land_characters	hkrul_lokjar	10
wh3_default_land_characters	hkrul_hakka	10
wh3_default_land_characters	hkrul_hakka_chariot	10
wh3_default_land_characters	hkrul_hakka_juggernaut	10
wh3_default_land_characters	hkrul_oda	10
wh3_default_land_characters	hkrul_oda_horse	10
wh3_default_land_characters	hkrul_rafn	10
wh3_default_land_characters	hkrul_hrothgar	10
wh3_default_land_characters	hkrul_uzul	10
wh3_default_land_characters	hkrul_sarg	10
wh3_default_land_characters	hkrul_sarg_horse	10
wh3_default_land_characters	hkrul_sarg_chariot	10
wh3_default_land_characters	hkrul_sarg_exalted_seeker_chariot	10
wh3_default_land_characters	hkrul_surtha_ek	10
wh3_default_land_characters	hkrul_surtha_ek_chariot	10
wh3_default_land_characters	rana_01	10
wh3_default_land_characters	rana_02	10
