unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;6;db/main_units_tables/scm_norsca_characters																																													
hkrul_adella		-1	lord	1	false	hkrul_adella	1	0	1150	wh_main_shp_transport	1	1	1	1000	321	heavy		0	39350240	false	wh2_main_vo_culture_Dark_Elves	lord_wizard_mixed	0	true	emp_general_foot		true		650.0000	0.0000	true	vo_culture_None	true	wh2_dlc10_vo_actor_Dark_Elves_Supreme_Sorceress	0	true	false	0	false	false		0.0000	false	1	false
hkrul_adella_horse		-1	lord	1	false	hkrul_adella_horse	1	0	1400	wh_main_shp_transport	1	1	1	1200	310	medium		0	39350241	false	wh2_main_vo_culture_Dark_Elves	lord_cavalry	0	true	emp_general_foot	rhox_adella_cam_mnt_adella_horse	true		850.0000	0.0000	true	vo_culture_None	true	wh2_dlc10_vo_actor_Dark_Elves_Supreme_Sorceress	0	true	false	0	false	false		0.0000	false	1	false
hkrul_adella_chariot		-1	lord	1	false	hkrul_adella_chariot	2	0	1500	wh_main_shp_transport	1	1	1	1350	300	heavy		0	393502410	false	wh2_main_vo_culture_Dark_Elves	lord_chariot	0	true	emp_general_foot	wh_dlc08_cam_mnt_nor_marauder_chariot	true		775.0000	0.0000	true	vo_culture_None	true	wh2_dlc10_vo_actor_Dark_Elves_Supreme_Sorceress	0	true	false	0	false	false		0.0000	false	1	false
hkrul_adella_stegadon		-1	lord	1	false	hkrul_adella_stegadon	5	0	2150	wh_main_shp_transport	1	1	1	2200	550	medium		0	393502411	false	wh2_main_vo_culture_Dark_Elves	lord_cavalry	0	true	emp_general_foot	wh2_main_cam_mnt_lzd_stegadon_ancient	true		1100.0000	0.0000	true	vo_culture_None	true	wh2_dlc10_vo_actor_Dark_Elves_Supreme_Sorceress	0	true	false	0	false	false		0.0000	false	1	false
hkrul_soren		-1	hero	1	false	hkrul_soren	1	0	400	wh_main_shp_transport	1	1	1	1250	300	heavy		0	39350244	false	wh_main_vo_culture_Empire	hkrul_soren	0	true	emp_general_foot		true		400.0000	0.0000	false	vo_culture_None	true	vo_actor_Empire_dlc03_AmberWizard	0	true	false	0	false	false		0.0000	false	1	false
hkrul_akkorak		-1	lord	1	false	hkrul_akkorak	1	0	1250	wh_main_shp_transport	1	1	1	1150	285	heavy		0	39350245	false	wh_main_vo_culture_Chaos	lord_cavalry	0	true	chs_cavalry	kurg_akkorak_horse	true		1250.0000	0.0000	true	vo_culture_None	true	wh_mod_vo_actor_Chaos_Akkroak	0	true	false	0	false	false		0.0000	false	1	false
hkrul_drenok		-1	lord	1	false	hkrul_drenok	1	0	550	wh_main_shp_transport	1	1	1	1050	288	heavy		0	39350246	false	wh_dlc08_vo_culture_Norsca	lord_infantry_axe_great	0	true	chaos_warrior_30_degrees		true		700.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_drenok_chariot		-1	lord	1	false	hkrul_drenok_chariot	2	0	1350	wh_main_shp_transport	1	1	1	1400	350	heavy		0	393502461	false	wh_dlc08_vo_culture_Norsca	lord_chariot	0	true	chaos_warrior_30_degrees	wh_dlc08_cam_mnt_nor_marauder_chariot	true		1400.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_drenok_bear		-1	lord	1	false	hkrul_drenok_bear	1	0	1600	wh_main_shp_transport	1	1	1	1650	400	medium		0	393502462	false	wh_dlc08_vo_culture_Norsca	lord_cavalry	0	true	ksl_boyar_foot	rhox_drenok_bear	true		1650.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_einar		-1	lord	1	false	hkrul_einar	1	0	775	wh_main_shp_transport	1	1	1	700	278	heavy		0	39350247	false	wh_dlc08_vo_culture_Norsca	lord_infantry_sword_great	0	true	chaos_warrior_30_degrees		true		700.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_einar_bear		-1	lord	1	false	hkrul_einar_bear	1	0	1650	wh_main_shp_transport	1	1	1	1650	400	medium		0	393502471	false	wh_dlc08_vo_culture_Norsca	lord_cavalry	0	true	ksl_boyar_foot	rhox_einar_bear	true		1650.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_harald		-1	lord	1	false	hkrul_harald	1	0	900	wh_main_shp_transport	1	1	1	700	311	heavy		0	39350248	false	wh_dlc08_vo_culture_Norsca	lord_infantry_sword_great	0	true	ogre_tyrant		true		700.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_sayl		-1	lord	1	false	hkrul_sayl	1	0	1150	wh_main_shp_transport	1	1	1	1000	321	heavy		0	39350249	false	wh_main_vo_culture_Chaos	lord_wizard_mixed	0	true	emp_general_foot		true		650.0000	0.0000	true	wh_main_vo_culture_Chaos	true	wh_dlc01_vo_actor_Chaos_SorcererLord	0	true	false	0	false	false		0.0000	false	1	false
hkrul_sayl_chariot		-1	lord	1	false	hkrul_sayl_chariot	2	0	1250	wh_main_shp_transport	1	1	1	1350	400	heavy		0	393502491	false	wh_main_vo_culture_Chaos	lord_wizard_mixed	0	true	emp_soldier_15_degrees	wh_dlc08_cam_mnt_nor_marauder_chariot	true		775.0000	0.0000	true	vo_culture_None	true	wh_dlc01_vo_actor_Chaos_SorcererLord	0	true	true	0	false	false		0.0000	false	1	false
hkrul_sayl_mammoth		-1	lord	1	false	hkrul_sayl_mammoth	1	0	2300	wh_main_shp_transport	1	1	1	2300	575	heavy		0	393502492	false	wh_main_vo_culture_Chaos	lord_wizard_mixed	0	true	chaos_warrior_30_degrees	rhox_mammoth_without_chair	true		2300.0000	0.0000	true	vo_culture_None	true	wh_dlc01_vo_actor_Chaos_SorcererLord	0	true	true	0	false	false		0.0000	false	1	false
hkrul_birna		-1	lord	1	false	hkrul_birna	1	0	815	wh_main_shp_transport	1	1	1	1000	321	heavy		0	39350250	false	wh2_main_vo_culture_Dark_Elves	hkrul_norsca_missile_bow_lord	0	true	ksl_katarina		true		650.0000	0.0000	true	vo_culture_None	true	wh2_dlc10_vo_actor_Dark_Elves_Supreme_Sorceress	0	true	false	0	false	false		0.0000	false	1	false
hkrul_ulfric		-1	lord	1	false	hkrul_ulfric	1	0	900	wh_main_shp_transport	1	1	1	700	253	heavy		0	39350251	false	wh_dlc08_vo_culture_Norsca	lord_infantry_axe_great	0	true	chaos_warrior_30_degrees		true		700.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Chaos_MarauderChieftain	0	true	false	0	false	false		0.0000	false	1	false
hkrul_ulfric_horse		-1	lord	1	false	hkrul_ulfric_horse	1	0	1200	wh_main_shp_transport	1	1	1	1200	300	heavy		0	393502511	false	wh_dlc08_vo_culture_Norsca	lord_cavalry	0	true	chaos_warrior_30_degrees	wh_dlc08_cam_mnt_nor_norscan_warhorse	true		1200.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Chaos_MarauderChieftain	0	true	false	0	false	false		0.0000	false	1	false
hkrul_ulfric_chariot		-1	lord	1	false	hkrul_ulfric_chariot	2	0	1400	wh_main_shp_transport	1	1	1	1400	350	heavy		0	393502512	false	wh_dlc08_vo_culture_Norsca	lord_chariot	0	true	chaos_warrior_30_degrees	wh_dlc08_cam_mnt_nor_marauder_chariot	true		1400.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Chaos_MarauderChieftain	0	true	false	0	false	false		0.0000	false	1	false
hkrul_ulfric_mammoth		-1	lord	1	false	hkrul_ulfric_mammoth	1	0	2300	wh_main_shp_transport	1	1	1	2300	575	heavy		0	39350252	false	wh_dlc08_vo_culture_Norsca	nor_mammoth	0	true	chaos_warrior_30_degrees	hkrul_ulfric_mammoth	true		2300.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Chaos_MarauderChieftain	0	true	false	0	false	false		0.0000	false	1	false
