unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/hkrul_late_frost																																												
hkrul_mortensen		-1	hero	1	false	hkrul_mortensen	1	1	1000	wh_main_shp_transport	1	1	1	1150	0	heavy		0	false	wh_dlc08_vo_culture_Norsca	hero_infantry_axe	0	true	chaos_warrior_30_degrees		true		800.0000	0.0000	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_mortensen_horse		-1	hero	1	false	hkrul_mortensen_horse	1	1	1100	wh_main_shp_transport	1	1	1	1350	0	heavy		0	false	wh_dlc08_vo_culture_Norsca	lord_cavalry	0	true	chaos_warrior_30_degrees	wh_dlc08_cam_mnt_nor_norscan_warhorse	true		900.0000	0.0000	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_mortensen_chariot		-1	hero	1	false	hkrul_mortensen_chariot	2	1	1300	wh_main_shp_transport	1	1	2	1550	0	heavy		0	false	wh_dlc08_vo_culture_Norsca	lord_chariot	0	true	chaos_warrior_30_degrees	wh_dlc08_cam_mnt_nor_marauder_chariot	true		1100.0000	0.0000	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_geimdall		-1	lord	1	false	hkrul_geimdall	1	1	1000	wh_main_shp_transport	1	1	1	1150	276	heavy		0	false	wh_dlc08_vo_culture_Norsca	lord	0	true	chs_archaon		true		900.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_yngve		-1	lord	1	false	hkrul_yngve	1	0	500	wh_main_shp_transport	1	1	1	1000	304	heavy		0	false	wh_dlc08_vo_culture_Norsca	lord_wizard_mixed	0	true	chaos_warrior_30_degrees		true		600.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false		0.0000	false	1	false
hkrul_yngve_horse		-1	lord	1	false	hkrul_yngve_horse	1	0	760	wh_main_shp_transport	1	1	1	1200	387	medium		0	false	wh_dlc08_vo_culture_Norsca	lord_wizard_mixed	0	true	chaos_warrior_30_degrees	wh_dlc08_cam_mnt_nor_norscan_warhorse	true		850.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false		0.0000	false	1	false
hkrul_yngve_chariot		-1	lord	1	false	hkrul_yngve_chariot	2	0	1000	wh_main_shp_transport	1	1	2	1550	411	heavy		0	false	wh_dlc08_vo_culture_Norsca	lord_wizard_mixed	0	true	chaos_warrior_30_degrees	wh_dlc08_cam_mnt_nor_marauder_chariot	true		1100.0000	0.0000	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false		0.0000	false	1	false
hkrul_yngve_manticore		-1	lord	1	false	hkrul_yngve_manticore	1	0	1250	wh_main_shp_transport	1	1	1	1750	532	heavy		0	false	wh_main_vo_culture_Chaos	lord_wizard_mixed	0	true	chaos_warrior_30_degrees	wh_main_cam_mnt_chs_manticore	true		1000.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false		0.0000	false	1	false
hkrul_ziege		-1	lord	1	false	hkrul_ziege	1	0	600	wh_main_shp_transport	1	1	1	1000	250	medium		0	false	wh_main_vo_culture_Empire	lord	0	true	emp_general_foot		true		1200.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_General	0	true	false	0	false	false		0.0000	false	1	false
hkrul_boartusk_boss		-1	lord	1	false	hkrul_boartusk_boss	1	0	3750	wh_main_shp_transport	1	1	1	1450	362	super_heavy		0	false	wh_dlc08_vo_culture_war_mammoth	lord	0	true	nor_war_mammoth		true		2750.0000	0.0000	true	wh_main_vo_culture_Chaos	true	wh_main_vo_actor_default	0	true	true	1	false	false		0.0000	false	1	false
hkrul_boartusk_mammoth_ror		1	monster	1	false	hkrul_boartusk_mammoth_ror	1	0	1775	wh_main_shp_transport	1	1	1	2250	542	super_heavy		0	false	wh_dlc08_vo_culture_war_mammoth	nor_mammoth	5	true	nor_war_mammoth		false		1900.0000	0.0000	true	wh_main_vo_culture_Chaos	true	wh_main_vo_actor_default	0	true	true	1	false	false		0.0000	true	1	true
hkrul_bubos_boss		-1	lord	1	false	hkrul_bubos_boss	1	0	4400	wh_main_shp_transport	1	1	1	2300	500	super_heavy		0	false	wh2_main_vo_culture_Moon_Dragon	lord	0	true	hef_dragon		true		2000.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	true	false		0.0000	false	1	false
