unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;6;db/main_units_tables/scm_norsca_elite																																													
rhox_graeling_champion		2	melee_infantry	2	false	rhox_graeling_champion	100	0	1200	wh_main_shp_transport	1	1	100	1000	250	heavy		0	1261703807	true	wh_main_vo_culture_Chaos	infantry_axe	3	false	chaos_warrior_30_degrees		false		1000.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
rhox_kurgan_champion		2	melee_infantry	2	false	rhox_kurgan_champion	100	0	1200	wh_main_shp_transport	1	1	100	1000	250	heavy		0	1261703808	true	wh_main_vo_culture_Chaos	infantry_axe	3	false	chaos_warrior_30_degrees		false		1000.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
rhox_baersonling_champion		2	melee_infantry	2	false	rhox_baersonling_champion	100	0	1300	wh_main_shp_transport	1	1	100	1100	275	heavy		0	1261703809	true	wh_main_vo_culture_Chaos	infantry_axe_great	3	false	chaos_warrior_30_degrees		false		1100.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
rhox_aesling_berserker		2	melee_infantry	1	false	rhox_aesling_berserker	100	0	950	wh_main_shp_transport	1	1	100	750	188	medium		0	1261703810	true	wh_main_vo_culture_Chaos	infantry_axe_dual	2	false	chaos_warrior_30_degrees		false		750.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
rhox_kurgan_javelin		2	missile_infantry	1	false	rhox_kurgan_javelin	90	0	750	wh_main_shp_transport	1	1	90	500	138	medium		0	1261703811	true	wh_main_vo_culture_Chaos	wh_dlc08_nor_hunters_javelin	2	false	chaos_warrior_30_degrees		false		150.0000	400.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder_Javelin	0	true	false	6	false	false		0.0000	true	1	false
rhox_kurgan_spearman		2	melee_infantry	1	false	rhox_kurgan_spearman	120	0	650	wh_main_shp_transport	1	1	120	450	113	medium		0	1261703812	true	wh_main_vo_culture_Chaos	infantry_spear	1	false	chaos_warrior_45_degrees		false		425.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
rhox_skeggi_champion		2	melee_infantry	2	false	rhox_skeggi_champion	100	0	1200	wh_main_shp_transport	1	1	100	1000	250	heavy		0	1261703807	true	wh_main_vo_culture_Chaos	infantry_axe	3	false	chaos_warrior_30_degrees		false		1000.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
rhox_yusak_devoted_marauders		2	melee_infantry	1	false	rhox_yusak_devoted_marauders	120	0	700	wh_main_shp_transport	1	1	120	500	125	medium		0	1261703808	true	wh3_main_vo_culture_Slaanesh	infantry_spear	2	false	sla_soldier_default		false		600.0000	0.0000	false	vo_culture_None	false	wh3_main_vo_actor_Slaanesh_Hellstrider	0	true	false	6	false	false		0.0000	true	1	false
rhox_drenok_marauder		4	melee_infantry	1	false	rhox_drenok_marauder	120	0	700	wh_main_shp_transport	1	1	120	500	125	medium		0	1261703809	true	wh_main_vo_culture_Chaos	infantry_axe	2	false	chaos_warrior_15_degrees		false		375.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
rhox_wolftribe_marauder		2	melee_infantry	1	false	rhox_wolftribe_marauder	120	0	700	wh_main_shp_transport	1	1	120	500	125	medium		0	1261703810	true	wh_main_vo_culture_Chaos	infantry_axe	2	false	chaos_warrior_15_degrees		false		375.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
