unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/scm_frontend_dummy																																												
hkrul_dummy_baersonling_inf_chaos_marauders_0		-1	melee_infantry	1	false	hkrul_dummy_baersonling_inf_chaos_marauders_0	120	0	400	wh_main_shp_transport	1	1	120	400	100	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe	1	false	chaos_warrior_15_degrees		false		375.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_baersonling_chaos_marauders_1		-1	melee_infantry	1	false	hkrul_dummy_baersonling_chaos_marauders_1	120	0	500	wh_main_shp_transport	1	1	120	500	125	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe_great	2	false	chaos_warrior_30_degrees		false		500.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_baersonling_marauder_hunters_0		-1	missile_infantry	1	false	hkrul_dummy_baersonling_marauder_hunters_0	90	0	550	wh_main_shp_transport	1	1	90	550	138	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe_throwing	2	false	chaos_warrior_15_degrees		false		150.0000	400.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_aesling_inf_marauder_champions_1		-1	melee_infantry	2	false	hkrul_dummy_aesling_inf_marauder_champions_1	100	0	1100	wh_main_shp_transport	1	1	100	1100	275	heavy		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe_great	3	false	chaos_warrior_30_degrees		false		1100.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_varg_inf_marauder_berserkers_0		-1	melee_infantry	1	false	hkrul_dummy_varg_inf_marauder_berserkers_0	100	0	750	wh_main_shp_transport	1	1	100	750	188	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe_duel	2	false	chaos_warrior_30_degrees		false		750.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_varg_inf_chaos_marauders_0		-1	melee_infantry	1	false	hkrul_dummy_varg_inf_chaos_marauders_0	120	0	400	wh_main_shp_transport	1	1	120	400	100	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe	1	false	chaos_warrior_15_degrees		false		375.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_wolf_inf_chaos_marauders_0		-1	melee_infantry	1	false	hkrul_dummy_wolf_inf_chaos_marauders_0	120	0	400	wh_main_shp_transport	1	1	120	400	100	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe	1	false	chaos_warrior_15_degrees		false		375.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_wolf_chaos_marauders_1		-1	melee_infantry	1	false	hkrul_dummy_wolf_chaos_marauders_1	120	0	500	wh_main_shp_transport	1	1	120	500	125	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe_great	2	false	chaos_warrior_30_degrees		false		500.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_yusak_marauder_horsemen_0		-1	melee_cavalry	1	false	hkrul_dummy_yusak_marauder_horsemen_0	60	0	550	wh_main_shp_transport	1	1	60	525	131	medium		0	true	wh_main_vo_culture_Chaos	missile_cavalry_javelin	2	false	emp_reiksguard		false		120.0000	280.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	5	false	false		0.0000	true	1	false
hkrul_dummy_yusak_marauder_horsemen_1		-1	missile_cavalry	1	false	hkrul_dummy_yusak_marauder_horsemen_1	60	0	625	wh_main_shp_transport	1	1	60	625	156	medium		0	true	wh_main_vo_culture_Chaos	missile_cavalry_axe	2	false	emp_reiksguard		false		200.0000	400.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	5	false	false		0.0000	true	1	false
hkrul_dummy_kurgan_chaos_marauders_1		-1	melee_infantry	1	false	hkrul_dummy_kurgan_chaos_marauders_1	120	0	500	wh_main_shp_transport	1	1	120	500	125	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe_great	2	false	chaos_warrior_30_degrees		false		500.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_aesling_inf_marauder_berserkers_0		-1	melee_infantry	1	false	hkrul_dummy_aesling_inf_marauder_berserkers_0	100	0	750	wh_main_shp_transport	1	1	100	750	188	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe_duel	2	false	chaos_warrior_30_degrees		false		750.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_sarl_chaos_marauders_1		-1	melee_infantry	1	false	hkrul_dummy_sarl_chaos_marauders_1	120	0	500	wh_main_shp_transport	1	1	120	500	125	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe_great	2	false	chaos_warrior_30_degrees		false		500.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_sarl_marauder_hunters_0		-1	missile_infantry	1	false	hkrul_dummy_sarl_marauder_hunters_0	90	0	550	wh_main_shp_transport	1	1	90	550	138	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe_throwing	2	false	chaos_warrior_15_degrees		false		150.0000	400.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
hkrul_dummy_bloodfjord_marauder_hunters_0		-1	missile_infantry	1	false	hkrul_dummy_bloodfjord_marauder_hunters_0	90	0	550	wh_main_shp_transport	1	1	90	550	138	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_axe_throwing	2	false	chaos_warrior_15_degrees		false		150.0000	400.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
