unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/scm_norsca																																												
hkrul_sarl_hunters		4	missile_infantry	2	false	hkrul_sarl_hunters	90	0	1000	wh_main_shp_transport	1	1	90	900	289	medium		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_missile_bow	3	false	ksl_infantry_15_degrees		false		150.0000	600.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	1	false	false		0.0000	true	1	false
hkrul_sarl_hunters_ror		1	missile_infantry	2	false	hkrul_sarl_hunters_ror	90	0	1350	wh_main_shp_transport	1	1	90	1500	351	heavy		0	true	wh_main_vo_culture_Chaos	hkrul_norsca_missile_bow	4	true	ksl_infantry_15_degrees		false		250.0000	700.0000	false	vo_culture_None	true	wh_main_vo_actor_Chaos_Marauder	0	true	false	1	false	false		0.0000	true	1	true
hkrul_nightmav		-1	monster	1	false	hkrul_nightmav	1	0	1150	wh_main_shp_transport	1	1	1	1000	311	heavy		0	false	wh_dlc03_vo_culture_Spawn	chaos_spawn	0	true	wh3_dlc24_ksl_things_in_the_woods		true		650.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	true	false	0	false	false		0.0000	false	1	false
calm_fc_norsca_raven		-1	monstrous_infantry	1	false	calm_fc_norsca_raven	1	0	100	wh_main_shp_transport	1	1	1	100	15	medium		0	false	wh3_dlc24_vo_culture_onyx_crowmen	wh3_dlc24_cth_onyx_crowmen	2	false	wh3_dlc24_cth_inf_onyx_crowmen		false		10.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	0	false	false		0.0000	true	1	false
hkrul_drenok_wolf		-1	monster	1	false	hkrul_drenok_wolf	1	0	900	wh_main_shp_transport	1	1	1	650	163	heavy		0	true	wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	2	true	vamp_dire_wolf		false		650.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	true	6	false	false		0.0000	true	1	false
dead_drenok_ice_golem		-1	monstrous_infantry	1	false	dead_drenok_ice_golem	16	0	900	wh_main_shp_transport	1	1	16	900	275	heavy		0	true	wh_dlc05_vo_culture_Treekin	monstrous_infantry	2	false	wef_tree_kin		false		900.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
dead_drenok_ice_bears		-1	war_beast	1	false	dead_drenok_ice_bears	16	0	850	wh_main_shp_transport	1	1	16	850	322	medium		0	false	wh3_main_vo_culture_Kislev	wh3_main_monster_feral_bear	2	false	ksl_war_bear_riders		false		650.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	0	false	false		0.0000	true	1	false
dead_drenok_greater_ice_golem		-1	monster	3	false	dead_drenok_greater_ice_golem	1	0	2100	wh_main_shp_transport	1	1	1	2100	700	super_heavy		0	true	wh2_dlc15_vo_culture_Rogue_Idol	wh2_dlc15_rogue_idol	5	true	grn_gork_idol		true		2100.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	2	false	false		0.0000	true	1	false
rhox_graeling_werekin_of_fijgard		1	melee_infantry	1	false	rhox_graeling_werekin_of_fijgard	24	1	1500	wh_main_shp_transport	1	1	18	1500	422	heavy		0	true	wh_dlc08_vo_culture_skin_wolf_werekin	wh_dlc08_nor_skin_wolf	4	false	nor_skin_wolves		false		1500.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	true	false	1	false	false		0.0000	true	1	true
