id	names_group	type	gender	frequency
#names_tables;0;db/names_tables/hkrul_nor_surp				
2610711830	names_nor_norsca	family_name	b	0
2610711831	names_nor_norsca	forename	b	0
3610711833	names_nor_norsca	family_name	b	0
3610711834	names_nor_norsca	forename	b	0
1610711831	names_nor_norsca	family_name	b	0
1610711830	names_nor_norsca	forename	b	0
4610711833	names_nor_norsca	family_name	b	0
4610711834	names_nor_norsca	forename	b	0
2610712831	names_nor_norsca	forename	b	0
2610712830	names_nor_norsca	family_name	b	0
2610712838	names_nor_norsca	forename	b	0
2610712837	names_nor_norsca	family_name	b	0
2610712841	names_nor_norsca	forename	b	0
2610712840	names_nor_norsca	family_name	b	0
2610712844	names_nor_norsca	forename	b	0
2610712843	names_nor_norsca	family_name	b	0
