building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/ab_wolftribe						
hunting_camp_main_1	wh3_main_effect_hordebuilding_growth_core_camp		force_to_force_own	5.0000	0.0000	0.0000
hunting_camp_main_1	wh_main_effect_unit_recruitment_points		force_to_force_own	1.0000	1.0000	0.0000
hunting_camp_main_2	wh3_main_effect_hordebuilding_growth_core_camp		force_to_force_own	5.0000	0.0000	0.0000
hunting_camp_main_2	wh_main_effect_unit_recruitment_points		force_to_force_own	2.0000	0.0000	0.0000
hunting_camp_main_2	wh_main_effect_force_all_campaign_post_battle_loot_mod		force_to_general_own	5.0000	0.0000	0.0000
hunting_camp_main_2	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-5.0000	0.0000	0.0000
hunting_camp_main_3	wh3_main_effect_hordebuilding_growth_core_camp		force_to_force_own	5.0000	0.0000	0.0000
hunting_camp_main_3	wh_main_effect_unit_recruitment_points		force_to_force_own	3.0000	0.0000	0.0000
hunting_camp_main_3	wh_main_effect_force_all_campaign_post_battle_loot_mod		force_to_general_own	10.0000	0.0000	0.0000
hunting_camp_main_3	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-10.0000	0.0000	0.0000
hunting_camp_main_4	wh3_main_effect_hordebuilding_growth_core_camp		force_to_force_own	5.0000	0.0000	0.0000
hunting_camp_main_4	wh_main_effect_unit_recruitment_points		force_to_force_own	4.0000	0.0000	0.0000
hunting_camp_main_4	wh_main_effect_force_all_campaign_post_battle_loot_mod		force_to_general_own	15.0000	0.0000	0.0000
hunting_camp_main_4	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-15.0000	0.0000	0.0000
hunting_camp_beast_packs_2	wh_dlc08_effect_skill_agent_cap_increase_champion_skin_wolf_werekin		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
hunting_camp_beast_packs_3	wh_dlc08_effect_skill_agent_cap_increase_champion_skin_wolf_werekin		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
hunting_camp_shrine_1	wh_main_effect_force_stat_leadership_attacking		force_to_force_own	2.0000	2.0000	0.0000
hunting_camp_shrine_1	hunting_camp_speed_wolf_creatures		force_to_force_own	7.0000	0.0000	0.0000
hunting_camp_shrine_2	wh_main_effect_force_stat_leadership_attacking		force_to_force_own	4.0000	4.0000	0.0000
hunting_camp_shrine_2	hunting_camp_speed_wolf_creatures		force_to_force_own	10.0000	0.0000	0.0000
hunting_camp_shrine_2	hunting_camp_force_melee_attack_wolf_creatures		force_to_force_own	4.0000	0.0000	0.0000
hunting_camp_shrine_3	wh_main_effect_force_stat_leadership_attacking		force_to_force_own	6.0000	6.0000	0.0000
hunting_camp_shrine_3	hunting_camp_speed_wolf_creatures		force_to_force_own	15.0000	0.0000	0.0000
hunting_camp_shrine_3	hunting_camp_force_melee_attack_wolf_creatures		force_to_force_own	6.0000	0.0000	0.0000
