key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/hkrul_usta									
hkrul_usta_campaign_01		wh2_main_skill_all_hero_assist_army_scouting		5	0		0	0	true
hkrul_usta_campaign_02		wh2_main_skill_all_hero_passive_spread_corruption_chs		5	1		0	0	true
hkrul_usta_campaign_03		wh2_main_skill_all_hero_hinder_settlement_steal_technology		5	2		0	0	true
hkrul_usta_campaign_04		wh2_main_skill_all_hero_hinder_agent_wound		5	3		0	0	true
hkrul_usta_campaign_05		wh2_main_skill_all_hero_hinder_army_block_army		5	4		0	0	true
hkrul_usta_campaign_06		wh2_main_skill_all_hero_reduce_action_cost		5	5		0	0	true
hkrul_usta_campaign_actions_dummy		wh_dlc08_skill_all_dummy_agent_actions_hkrul_usta		8	0		1	0	false
hkrul_usta_magic_01		wh2_main_skill_magic_dark_soul_stealer_lord		2	0		0	0	true
hkrul_usta_magic_02		wh3_dlc24_skill_ksl_magic_hag_07_fate_of_interlopers		2	1		0	0	true
hkrul_usta_magic_03		wh3_dlc24_skill_ksl_magic_hag_06_malediction_of_madness		2	2		0	0	true
hkrul_usta_magic_04		wh2_main_skill_magic_dark_power_of_darkness_lord		2	3		0	0	true
hkrul_usta_magic_05		wh3_dlc24_skill_ksl_magic_hag_03_curse_of_the_ancient_witch_lord		2	4		0	0	true
hkrul_usta_magic_06		wh_main_skill_all_magic_all_06_evasion		2	5		0	4	true
hkrul_usta_magic_07		wh3_dlc24_skill_ksl_magic_hag_05_cursed_cauldron		2	6		0	0	true
hkrul_usta_magic_08		wh2_main_skill_magic_dark_word_of_pain_lord		2	7		0	0	true
hkrul_usta_magic_09		wh_main_skill_all_magic_all_07_earthing		2	8		0	0	true
hkrul_usta_magic_10		wh_main_skill_all_magic_all_08_power_drain		2	9		0	0	true
hkrul_usta_magic_11		wh_main_skill_all_magic_all_11_arcane_conduit		2	10		0	4	true
hkrul_usta_unique_01		wh_dlc08_skill_nor_lords_unique_aura_of_chaos		0	1		0	0	true
hkrul_usta_unique_02		wh_dlc08_skill_nor_wizards_unique_ritualistic_fury		0	2		0	0	true
hkrul_usta_innate_01		innate_hkrul_usta		6	0		1	0	true
hkrul_usta_unique_04		hkrul_usta_special_0_2		0	4		0	0	true
hkrul_usta_self_01		hkrul_usta_special_1_0		1	0		0	0	true
hkrul_usta_self_02		hkrul_usta_special_1_1		1	1		0	0	true
hkrul_usta_self_03		hkrul_usta_special_1_2		1	2		0	0	true
hkrul_usta_self_04		hkrul_usta_special_1_3		1	3		0	2	true
hkrul_usta_self_05		hkrul_usta_special_1_4		1	4		0	0	true
hkrul_usta_self_06		hkrul_usta_special_1_5		1	5		0	0	true
hkrul_usta_self_07		hkrul_usta_special_1_6		1	6		0	2	true
hkrul_usta_magic_dummy		hkrul_usta_dummy_seering_doom		2	11		1	0	false
