attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/hkrul_surtha_ek	
chaos_territory	hkrul_surtha_ek
chaos_wastes	hkrul_surtha_ek
mountain	hkrul_surtha_ek
non_vampire_territory	hkrul_surtha_ek
nurgle_plague	hkrul_surtha_ek
snow	hkrul_surtha_ek
chaos_territory	hkrul_surtha_ek_chariot
chaos_wastes	hkrul_surtha_ek_chariot
mountain	hkrul_surtha_ek_chariot
non_vampire_territory	hkrul_surtha_ek_chariot
nurgle_plague	hkrul_surtha_ek_chariot
snow	hkrul_surtha_ek_chariot
chaos_territory	wh_mod_nor_dwf_inf_sappers
mountain	wh_mod_nor_dwf_inf_sappers
non_vampire_territory	wh_mod_nor_dwf_inf_sappers
nurgle_plague	wh_mod_nor_dwf_inf_sappers
snow	wh_mod_nor_dwf_inf_sappers
chaos_territory	wh_mod_nor_veh_mammoth_siege_tower_0
mountain	wh_mod_nor_veh_mammoth_siege_tower_0
non_vampire_territory	wh_mod_nor_veh_mammoth_siege_tower_0
nurgle_plague	wh_mod_nor_veh_mammoth_siege_tower_0
snow	wh_mod_nor_veh_mammoth_siege_tower_0
chaos_territory	wh_mod_nor_veh_war_wagon_0
mountain	wh_mod_nor_veh_war_wagon_0
non_vampire_territory	wh_mod_nor_veh_war_wagon_0
nurgle_plague	wh_mod_nor_veh_war_wagon_0
snow	wh_mod_nor_veh_war_wagon_0
