attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/ab_wolftribe	
chaos_territory	rafford_01
mountain	rafford_01
non_vampire_territory	rafford_01
snow	rafford_01
chaos_territory	arngrim_01
mountain	arngrim_01
non_vampire_territory	arngrim_01
snow	arngrim_01
chaos_territory	rana_01
mountain	rana_01
non_vampire_territory	rana_01
snow	rana_01
chaos_territory	rana_02
mountain	rana_02
non_vampire_territory	rana_02
snow	rana_02
chaos_territory	wolffather_01
mountain	wolffather_01
non_vampire_territory	wolffather_01
snow	wolffather_01
chaos_territory	wolftribe_nor_inf_wolfguard_ror_0
mountain	wolftribe_nor_inf_wolfguard_ror_0
non_vampire_territory	wolftribe_nor_inf_wolfguard_ror_0
nurgle_plague	wolftribe_nor_inf_wolfguard_ror_0
snow	wolftribe_nor_inf_wolfguard_ror_0
chaos_territory	wolftribe_nor_inf_wolfguard_ror_1
mountain	wolftribe_nor_inf_wolfguard_ror_1
non_vampire_territory	wolftribe_nor_inf_wolfguard_ror_1
nurgle_plague	wolftribe_nor_inf_wolfguard_ror_1
snow	wolftribe_nor_inf_wolfguard_ror_1
chaos_territory	wolftribe_nor_inf_wolfguard_honorguard
mountain	wolftribe_nor_inf_wolfguard_honorguard
non_vampire_territory	wolftribe_nor_inf_wolfguard_honorguard
nurgle_plague	wolftribe_nor_inf_wolfguard_honorguard
snow	wolftribe_nor_inf_wolfguard_honorguard
chaos_territory	wolftribe_nor_inf_wolf_champions_ror_0
mountain	wolftribe_nor_inf_wolf_champions_ror_0
non_vampire_territory	wolftribe_nor_inf_wolf_champions_ror_0
nurgle_plague	wolftribe_nor_inf_wolf_champions_ror_0
snow	wolftribe_nor_inf_wolf_champions_ror_0
chaos_territory	wh_dlc08_nor_mon_frost_wyrm_ror_0
chaos_wastes	wh_dlc08_nor_mon_frost_wyrm_ror_0
non_vampire_territory	wh_dlc08_nor_mon_frost_wyrm_ror_0
snow	wh_dlc08_nor_mon_frost_wyrm_ror_0
mountain	wh_dlc08_nor_mon_frost_wyrm_ror_0
