attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/dead_scm_longships	
chaos_territory	nor_longship_ror
mountain	nor_longship_ror
non_vampire_territory	nor_longship_ror
nurgle_plague	nor_longship_ror
snow	nor_longship_ror
chaos_territory	hkrul_birna_longship
chaos_wastes	hkrul_birna_longship
mountain	hkrul_birna_longship
non_vampire_territory	hkrul_birna_longship
nurgle_plague	hkrul_birna_longship
snow	hkrul_birna_longship
chaos_territory	hkrul_harald_longship
mountain	hkrul_harald_longship
non_vampire_territory	hkrul_harald_longship
nurgle_plague	hkrul_harald_longship
snow	hkrul_harald_longship
chaos_wastes	hkrul_harald_longship
chaos_territory	hkrul_geimdall_longship
mountain	hkrul_geimdall_longship
non_vampire_territory	hkrul_geimdall_longship
nurgle_plague	hkrul_geimdall_longship
snow	hkrul_geimdall_longship
chaos_wastes	hkrul_geimdall_longship
chaos_territory	hkrul_boartusk_mammoth_ror
mountain	hkrul_boartusk_mammoth_ror
non_vampire_territory	hkrul_boartusk_mammoth_ror
nurgle_plague	hkrul_boartusk_mammoth_ror
snow	hkrul_boartusk_mammoth_ror
