attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/scm_norsca_elite	
chaos_territory	rhox_graeling_champion
mountain	rhox_graeling_champion
non_vampire_territory	rhox_graeling_champion
nurgle_plague	rhox_graeling_champion
snow	rhox_graeling_champion
chaos_territory	rhox_kurgan_champion
mountain	rhox_kurgan_champion
non_vampire_territory	rhox_kurgan_champion
nurgle_plague	rhox_kurgan_champion
snow	rhox_kurgan_champion
chaos_territory	rhox_baersonling_champion
mountain	rhox_baersonling_champion
non_vampire_territory	rhox_baersonling_champion
nurgle_plague	rhox_baersonling_champion
snow	rhox_baersonling_champion
chaos_territory	rhox_aesling_berserker
mountain	rhox_aesling_berserker
non_vampire_territory	rhox_aesling_berserker
nurgle_plague	rhox_aesling_berserker
snow	rhox_aesling_berserker
chaos_territory	rhox_kurgan_javelin
mountain	rhox_kurgan_javelin
non_vampire_territory	rhox_kurgan_javelin
nurgle_plague	rhox_kurgan_javelin
snow	rhox_kurgan_javelin
chaos_territory	rhox_kurgan_spearman
mountain	rhox_kurgan_spearman
non_vampire_territory	rhox_kurgan_spearman
nurgle_plague	rhox_kurgan_spearman
snow	rhox_kurgan_spearman
chaos_territory	rhox_skeggi_champion
mountain	rhox_skeggi_champion
non_vampire_territory	rhox_skeggi_champion
nurgle_plague	rhox_skeggi_champion
snow	rhox_skeggi_champion
chaos_territory	rhox_yusak_devoted_marauders
chaos_wastes	rhox_yusak_devoted_marauders
non_vampire_territory	rhox_yusak_devoted_marauders
snow	rhox_yusak_devoted_marauders
nurgle_plague	rhox_yusak_devoted_marauders
chaos_territory	rhox_drenok_marauder
chaos_wastes	rhox_drenok_marauder
non_vampire_territory	rhox_drenok_marauder
snow	rhox_drenok_marauder
nurgle_plague	rhox_drenok_marauder
