attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/hkrul_sayl	
chaos_territory	hkrul_sayl
chaos_wastes	hkrul_sayl
mountain	hkrul_sayl
non_vampire_territory	hkrul_sayl
nurgle_plague	hkrul_sayl
snow	hkrul_sayl
chaos_territory	hkrul_sayl_chariot
chaos_wastes	hkrul_sayl_chariot
mountain	hkrul_sayl_chariot
non_vampire_territory	hkrul_sayl_chariot
nurgle_plague	hkrul_sayl_chariot
snow	hkrul_sayl_chariot
chaos_territory	hkrul_sayl_mammoth
chaos_wastes	hkrul_sayl_mammoth
mountain	hkrul_sayl_mammoth
non_vampire_territory	hkrul_sayl_mammoth
nurgle_plague	hkrul_sayl_mammoth
snow	hkrul_sayl_mammoth
