attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/hkrul_adella	
chaos_territory	hkrul_adella
chaos_wastes	hkrul_adella
mountain	hkrul_adella
non_vampire_territory	hkrul_adella
nurgle_plague	hkrul_adella
snow	hkrul_adella
chaos_territory	hkrul_adella_horse
chaos_wastes	hkrul_adella_horse
mountain	hkrul_adella_horse
non_vampire_territory	hkrul_adella_horse
nurgle_plague	hkrul_adella_horse
snow	hkrul_adella_horse
chaos_territory	hkrul_adella_chariot
chaos_wastes	hkrul_adella_chariot
mountain	hkrul_adella_chariot
non_vampire_territory	hkrul_adella_chariot
nurgle_plague	hkrul_adella_chariot
snow	hkrul_adella_chariot
chaos_territory	hkrul_adella_stegadon
chaos_wastes	hkrul_adella_stegadon
mountain	hkrul_adella_stegadon
non_vampire_territory	hkrul_adella_stegadon
nurgle_plague	hkrul_adella_stegadon
snow	hkrul_adella_stegadon
chaos_territory	hkrul_skeggi_inf_marauder_spearman_0
mountain	hkrul_skeggi_inf_marauder_spearman_0
non_vampire_territory	hkrul_skeggi_inf_marauder_spearman_0
nurgle_plague	hkrul_skeggi_inf_marauder_spearman_0
snow	hkrul_skeggi_inf_marauder_spearman_0
chaos_territory	hkrul_skeggi_inf_marauder_berserkers_0
mountain	hkrul_skeggi_inf_marauder_berserkers_0
non_vampire_territory	hkrul_skeggi_inf_marauder_berserkers_0
nurgle_plague	hkrul_skeggi_inf_marauder_berserkers_0
snow	hkrul_skeggi_inf_marauder_berserkers_0
chaos_territory	hkrul_skeggi_inf_marauder_champions_0
mountain	hkrul_skeggi_inf_marauder_champions_0
non_vampire_territory	hkrul_skeggi_inf_marauder_champions_0
nurgle_plague	hkrul_skeggi_inf_marauder_champions_0
snow	hkrul_skeggi_inf_marauder_champions_0
chaos_territory	hkrul_skeggi_giant
mountain	hkrul_skeggi_giant
non_vampire_territory	hkrul_skeggi_giant
nurgle_plague	hkrul_skeggi_giant
snow	hkrul_skeggi_giant
chaos_territory	hkrul_skeggi_inf_marauder_champions_1
mountain	hkrul_skeggi_inf_marauder_champions_1
non_vampire_territory	hkrul_skeggi_inf_marauder_champions_1
nurgle_plague	hkrul_skeggi_inf_marauder_champions_1
snow	hkrul_skeggi_inf_marauder_champions_1
chaos_territory	hkrul_skeggi_inf_marauder_hunters_1
mountain	hkrul_skeggi_inf_marauder_hunters_1
non_vampire_territory	hkrul_skeggi_inf_marauder_hunters_1
nurgle_plague	hkrul_skeggi_inf_marauder_hunters_1
snow	hkrul_skeggi_inf_marauder_hunters_1
chaos_territory	hkrul_skeggi_inf_chaos_marauders_0
mountain	hkrul_skeggi_inf_chaos_marauders_0
non_vampire_territory	hkrul_skeggi_inf_chaos_marauders_0
nurgle_plague	hkrul_skeggi_inf_chaos_marauders_0
snow	hkrul_skeggi_inf_chaos_marauders_0
chaos_territory	hkrul_skeggi_inf_chaos_marauders_1
mountain	hkrul_skeggi_inf_chaos_marauders_1
non_vampire_territory	hkrul_skeggi_inf_chaos_marauders_1
nurgle_plague	hkrul_skeggi_inf_chaos_marauders_1
snow	hkrul_skeggi_inf_chaos_marauders_1
chaos_territory	hkrul_skeggi_inf_marauder_hunters_0
mountain	hkrul_skeggi_inf_marauder_hunters_0
non_vampire_territory	hkrul_skeggi_inf_marauder_hunters_0
nurgle_plague	hkrul_skeggi_inf_marauder_hunters_0
snow	hkrul_skeggi_inf_marauder_hunters_0
chaos_territory	hkrul_soren
chaos_wastes	hkrul_soren
mountain	hkrul_soren
non_vampire_territory	hkrul_soren
nurgle_plague	hkrul_soren
snow	hkrul_soren
chaos_territory	hkrul_skeggi_giant_ror
mountain	hkrul_skeggi_giant_ror
non_vampire_territory	hkrul_skeggi_giant_ror
nurgle_plague	hkrul_skeggi_giant_ror
snow	hkrul_skeggi_giant_ror
desert	r1kko_adella_kho_bastiladon
non_vampire_territory	r1kko_adella_kho_bastiladon
swamp	r1kko_adella_kho_bastiladon
chaos_territory	r1kko_adella_kho_bastiladon
mountain	r1kko_adella_kho_bastiladon
nurgle_plague	r1kko_adella_kho_bastiladon
desert	r1kko_adella_nur_bastiladon
non_vampire_territory	r1kko_adella_nur_bastiladon
swamp	r1kko_adella_nur_bastiladon
chaos_territory	r1kko_adella_nur_bastiladon
mountain	r1kko_adella_nur_bastiladon
nurgle_plague	r1kko_adella_nur_bastiladon
desert	r1kko_adella_sla_bastiladon
non_vampire_territory	r1kko_adella_sla_bastiladon
swamp	r1kko_adella_sla_bastiladon
chaos_territory	r1kko_adella_sla_bastiladon
mountain	r1kko_adella_sla_bastiladon
nurgle_plague	r1kko_adella_sla_bastiladon
desert	r1kko_adella_tze_bastiladon
non_vampire_territory	r1kko_adella_tze_bastiladon
swamp	r1kko_adella_tze_bastiladon
chaos_territory	r1kko_adella_tze_bastiladon
mountain	r1kko_adella_tze_bastiladon
nurgle_plague	r1kko_adella_tze_bastiladon
desert	r1kko_adella_kho_carnosaur
non_vampire_territory	r1kko_adella_kho_carnosaur
swamp	r1kko_adella_kho_carnosaur
chaos_territory	r1kko_adella_kho_carnosaur
mountain	r1kko_adella_kho_carnosaur
nurgle_plague	r1kko_adella_kho_carnosaur
desert	r1kko_adella_nur_stegadon
non_vampire_territory	r1kko_adella_nur_stegadon
swamp	r1kko_adella_nur_stegadon
chaos_territory	r1kko_adella_nur_stegadon
mountain	r1kko_adella_nur_stegadon
nurgle_plague	r1kko_adella_nur_stegadon
desert	r1kko_adella_sla_troglodon
non_vampire_territory	r1kko_adella_sla_troglodon
swamp	r1kko_adella_sla_troglodon
chaos_territory	r1kko_adella_sla_troglodon
mountain	r1kko_adella_sla_troglodon
nurgle_plague	r1kko_adella_sla_troglodon
desert	r1kko_adella_tze_coatl
non_vampire_territory	r1kko_adella_tze_coatl
swamp	r1kko_adella_tze_coatl
chaos_territory	r1kko_adella_tze_coatl
mountain	r1kko_adella_tze_coatl
nurgle_plague	r1kko_adella_tze_coatl
