unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/hkrul_nor_surp					
			hkrul_olg	mp_cap_group_heroes	false
			hkrul_olg	nor_all	false
			hkrul_olg	all_non_chs	true
			hkrul_olg_chariot	mp_cap_group_heroes	false
			hkrul_olg_chariot	nor_all	false
			hkrul_olg_chariot	all_non_chs	true
			hkrul_tuula	mp_cap_group_heroes	false
			hkrul_tuula	nor_all	false
			hkrul_tuula	all_non_chs	true
			hkrul_haftagg	mp_cap_group_heroes	false
			hkrul_haftagg	nor_all	false
			hkrul_olaf_chariot	nor_all	false
			hkrul_olaf	nor_all	false
			hkrul_olaf	all_non_chs	true
			hkrul_olaf_chariot	all_non_chs	true
			hkrul_haftagg	all_non_chs	true
			hkrul_tuula_chariot	mp_cap_group_heroes	false
			hkrul_tuula_chariot	nor_all	false
			hkrul_tuula_chariot	all_non_chs	true
			hkrul_olaf_mammoth	nor_all	false
			hkrul_olaf_mammoth	all_non_chs	true
			hkrul_orgrim	mp_cap_group_heroes	false
			hkrul_orgrim	nor_all	false
			hkrul_orgrim	all_non_chs	true
			hkrul_berus	mp_cap_group_heroes	false
			hkrul_berus	nor_all	false
			hkrul_berus	all_non_chs	true
			hkrul_usta	mp_cap_group_heroes	false
			hkrul_usta	nor_all	false
			hkrul_usta	all_non_chs	true
			hkrul_kammler	mp_cap_group_heroes	false
			hkrul_kammler	nor_all	false
			hkrul_kammler	all_non_chs	true
			hkrul_eyri	nor_all	false
			hkrul_eyri	all_non_chs	true
			wh_pro04_nor_inf_marauder_berserkers_ror_0	hkrul_nor_berserker_ror	false
			hkrul_hafskael	mp_cap_group_heroes	false
			hkrul_hafskael	nor_all	false
			hkrul_hafskael	all_non_chs	true
			hkrul_skald_horn	hkrul_skalds	false
			hkrul_skald_drum	hkrul_skalds	false
			hkrul_skeggi_giant_ror	hkrul_norsca_giants	false
			wh_dlc08_nor_mon_norscan_giant_0	hkrul_norsca_giants	false
			wh_dlc08_nor_mon_war_mammoth_ror_1	hkrul_mawherd_bloodfjord	false
			hkrul_shieldmaiden	mp_cap_group_heroes	false
			hkrul_shieldmaiden	nor_all	false
			hkrul_shieldmaiden	all_non_chs	false
			hkrul_shieldmaiden	hkrul_shieldmaiden	false
