unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/rhox_beorg					
			hkrul_beorg	all_non_chs	true
			hkrul_beorg	nor_all	false
			hkrul_beorg_bear	all_non_chs	true
			hkrul_beorg_bear	nor_all	false
			hkrul_oerl	all_non_chs	true
			hkrul_oerl	nor_all	false
			hkrul_bearmen	all_non_chs	true
			hkrul_bearmen	dlc08_nor_marauders_all	false
			hkrul_bearmen	dlc08_nor_marauders_hunters	false
			hkrul_bearmen	dlc08_nor_marauders_inf	false
			hkrul_bearmen	dlc08_nor_marauders_mis	false
			hkrul_bearmen	mp_cap_unit_nor_inf_marauder_hunters_0	false
			hkrul_bearmen	nor_all	false
			hkrul_bearmen	wh2_dlc11_nor_marauder_hunters_marauder_horsemen	false
			hkrul_bearmen	wh2_dlc11_nor_vets_marauder_hunters_marauder_horsemen	false
			hkrul_bearmen	wh2_dlc17_wulfrik_focus_units	false
			hkrul_bearmen	wh2_main_ror_units_all	false
			hkrul_bearmen	rhox_lccp_nor_vets_marauder_hunters_marauder_horsemen_ror	false
			hkrul_beorg_brown_feral	hkrul_oerl_bears	false
			hkrul_beorg_ice_feral	hkrul_oerl_bears	false
			wh_dlc08_nor_inf_marauder_hunters_0	hkrul_oerl_hunters	false
			wh_dlc08_nor_inf_marauder_hunters_1	hkrul_oerl_hunters	false
			wh_dlc08_nor_cha_skin_wolf_werekin_0	hkrul_oerl_wolves	false
			wh_dlc08_nor_mon_skinwolves_0	hkrul_oerl_wolves	false
			wh_dlc08_nor_mon_skinwolves_1	hkrul_oerl_wolves	false
			wh_pro04_nor_mon_skinwolves_ror_0	hkrul_oerl_wolves	false
			hkrul_bearmen	hkrul_oerl_hunters	false
			hkrul_bearmen	hkrul_oerl_bearmen	false
			hkrul_beorg_bear	hkrul_beorg_bear	false
			hkrul_beorg_brown_feral	dlc08_nor_monsters	false
			hkrul_beorg_ice_feral	dlc08_nor_monsters	false
			hkrul_beorg_brown_feral	nor_all	false
			hkrul_beorg_ice_feral	nor_all	false
			wh_dlc08_nor_cav_marauder_horsemasters_0	hkrul_vroth_horse	false
			wh_main_nor_cav_marauder_horsemen_0	hkrul_vroth_horse	false
			wh_main_nor_cav_marauder_horsemen_1	hkrul_vroth_horse	false
			hkrul_beorg_bear_sem	hkrul_oerl_bears	false
			hkrul_beorg_bear_sem	dlc08_nor_monsters	false
			hkrul_beorg_bear_sem	nor_all	false
			hkrul_beorg_bear_sem	wh2_main_ror_units_all	false
			hkrul_beorg_brown_feral_marked	hkrul_oerl_bears	false
			hkrul_beorg_brown_feral_marked	dlc08_nor_monsters	false
			hkrul_beorg_brown_feral_marked	nor_all	false
