key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
#mercenary_pool_to_groups_junctions_tables;1;db/mercenary_pool_to_groups_junctions_tables/scm_norsca						
1052539220	hkrul_skeggi_giant_ror	1	wh_dlc08_nor_units_of_renown_pool			
1052539221	hkrul_sarl_hunters_ror	1	wh_dlc08_nor_units_of_renown_pool			
1052539222	rhox_sayl_wh3_dlc20_chs_inf_chosen_mkho	0	wh3_main_belakor_faction_pool			
1052539223	rhox_sayl_wh3_dlc20_chs_inf_chosen_mkho_dualweapons	0	wh3_main_belakor_faction_pool			
1052539224	rhox_sayl_wh3_dlc20_chs_inf_chosen_mtze	0	wh3_main_belakor_faction_pool			
1052539225	rhox_sayl_wh3_dlc20_chs_inf_chosen_mtze_halberds	0	wh3_main_belakor_faction_pool			
1052539226	rhox_sayl_wh3_dlc20_chs_inf_chosen_mnur	0	wh3_main_belakor_faction_pool			
1052539227	rhox_sayl_wh3_dlc20_chs_inf_chosen_mnur_greatweapons	0	wh3_main_belakor_faction_pool			
1052539228	rhox_sayl_wh3_dlc20_chs_inf_chosen_msla	0	wh3_main_belakor_faction_pool			
1052539229	rhox_sayl_wh3_dlc20_chs_inf_chosen_msla_hellscourges	0	wh3_main_belakor_faction_pool			
1052539230	rhox_akkorak_wh3_dlc20_chs_cav_chaos_knights_mkho	0	wh3_main_belakor_faction_pool			
1052539231	rhox_akkorak_wh3_dlc20_chs_cav_chaos_knights_mkho_lances	0	wh3_main_belakor_faction_pool			
1052539232	rhox_akkorak_wh3_main_tze_cav_chaos_knights_0	0	wh3_main_belakor_faction_pool			
1052539233	rhox_akkorak_wh3_dlc20_chs_cav_chaos_knights_mtze_lances	0	wh3_main_belakor_faction_pool			
1052539234	rhox_akkorak_wh3_dlc20_chs_cav_chaos_knights_mnur	0	wh3_main_belakor_faction_pool			
1052539235	rhox_akkorak_wh3_dlc20_chs_cav_chaos_knights_mnur_lances	0	wh3_main_belakor_faction_pool			
1052539236	rhox_akkorak_wh3_dlc20_chs_cav_chaos_knights_msla	0	wh3_main_belakor_faction_pool			
1052539237	rhox_akkorak_wh3_dlc20_chs_cav_chaos_knights_msla_lances	0	wh3_main_belakor_faction_pool			
1052539238	rhox_akkorak_wh_main_chs_cav_chaos_knights_0	0	wh3_main_belakor_faction_pool			
1052539239	rhox_akkorak_wh_main_chs_cav_chaos_knights_1	0	wh3_main_belakor_faction_pool			
1052539240	wh3_dlc20_chs_mon_warshrine_msla_faction_pool	0	wh3_dlc20_chs_faction_pool	wh3_dlc20_nor_yusak		
1052539241	rhox_graeling_werekin_of_fijgard	1	wh_dlc08_nor_units_of_renown_pool			
1052539242	wolftribe_nor_inf_wolf_champions_ror_0	1	wh_dlc08_nor_units_of_renown_pool			
1052539243	rhox_bjornling_huscarl	1	wh_dlc08_nor_units_of_renown_pool			
1052539244	dead_drenok_ice_golem	1	rhox_drenok_ice			
1052539245	dead_drenok_ice_bears	1	rhox_drenok_ice			
1052539246	dead_drenok_greater_ice_golem	1	rhox_drenok_ice			
1052539247	rhox_bjornling_huscarl_ror	0	wh_dlc08_nor_units_of_renown_pool			
1052539248	rhox_varg_wh3_main_kho_mon_spawn_of_khorne_0	0	rhox_varg_spawn			
1052539249	rhox_varg_wh3_main_nur_mon_spawn_of_nurgle_0	0	rhox_varg_spawn			
1052539250	rhox_varg_wh3_main_sla_mon_spawn_of_slaanesh_0	0	rhox_varg_spawn			
1052539251	rhox_varg_wh3_main_tze_mon_spawn_of_tzeentch_0	0	rhox_varg_spawn			
1052539252	rhox_varg_wh_main_chs_mon_chaos_spawn	0	rhox_varg_spawn			
