issuer_key	mission_key
#cdir_events_mission_issuer_junctions_tables;1;db/cdir_events_mission_issuer_junctions_tables/scm_norsca	
CLAN_ELDERS	hkrul_skeggi_adella_sword_final
CLAN_ELDERS	hkrul_bjornling_ulfric_crown_final_battle
CLAN_ELDERS	rhox_baersonling_tze_blue_scribes_stage_1_nor
CLAN_ELDERS	rhox_baersonling_tze_blue_scribes_stage_2_b_nor
CLAN_ELDERS	rhox_baersonling_tze_blue_scribes_stage_2_nor
CLAN_ELDERS	rhox_baersonling_tze_blue_scribes_stage_3_nor
CLAN_ELDERS	rhox_baersonling_tze_aekold_helbrass_stage_1_nor
CLAN_ELDERS	rhox_baersonling_tze_aekold_helbrass_stage_2_nor
CLAN_ELDERS	rhox_graeling_mission_wh2_main_nor_skeggi
CLAN_ELDERS	rhox_graeling_mission_wh3_dlc20_nor_dolgan
CLAN_ELDERS	rhox_graeling_mission_wh3_dlc20_nor_kul
CLAN_ELDERS	rhox_graeling_mission_wh_dlc08_nor_vanaheimlings
CLAN_ELDERS	rhox_graeling_mission_wh_main_nor_aesling
CLAN_ELDERS	rhox_graeling_mission_wh_main_nor_baersonling
CLAN_ELDERS	rhox_graeling_mission_wh_main_nor_bjornling
CLAN_ELDERS	rhox_graeling_mission_wh_main_nor_sarl
CLAN_ELDERS	rhox_graeling_mission_wh_main_nor_varg
CLAN_ELDERS	rhox_graeling_mission_mixer_nor_fjordlings
CLAN_ELDERS	rhox_graeling_mission_wh_dlc08_nor_norsca
CLAN_ELDERS	rhox_graeling_mission_wh_dlc08_nor_wintertooth
CLAN_ELDERS	rhox_graeling_mission_cr_nor_tokmars
CLAN_ELDERS	rhox_graeling_mission_rhox_nor_firebrand_slavers
CLAN_ELDERS	rhox_graeling_mission_rhox_nor_ravenblessed
CLAN_ELDERS	rhox_graeling_mission_rhox_nor_khazags
CLAN_ELDERS	rhox_graeling_mission_wh_main_nor_skaeling
CLAN_ELDERS	rhox_graeling_mission_wh_dlc08_nor_naglfarlings
CLAN_ELDERS	rhox_fc_norsca_asta
CLAN_ELDERS	rhox_fc_norsca_bloodfather
