key	man_animations_table	variant	battle_entity	battle_entity_stats	autonomous_rider_hero	autonomous_rider_can_shoot_in_melee	can_only_be_used_by_draught
#battle_personalities_tables;12;db/battle_personalities_tables/dead_scm_longships							
dead_nor_longship_captain_ror	hu1c_wulfrik_hq3_wb_sword_and_shield	nor_captain	wh_main_infantry_rider		false	true	false
dead_nor_longship_crew_left_0_ror	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
dead_nor_longship_crew_left_1_ror	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
dead_nor_longship_crew_left_2_ror	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
dead_nor_longship_crew_left_3_ror	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
dead_nor_longship_crew_left_upper_0_ror	hu1c_norsca_wm_chaos_chariot_throwing_axes	bjo_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	wh_nor_throwing_axe_longship	false	true	false
dead_nor_longship_crew_left_upper_1_ror	hu1c_norsca_wm_chaos_chariot_throwing_axes	bjo_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	wh_nor_throwing_axe_longship	false	true	false
dead_nor_longship_crew_right_upper_0_ror	hu1c_norsca_wm_chaos_chariot_throwing_axes	bjo_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	wh_nor_throwing_axe_longship	false	true	false
dead_nor_longship_crew_right_upper_1_ror	hu1c_norsca_wm_chaos_chariot_throwing_axes	bjo_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	wh_nor_throwing_axe_longship	false	true	false
dead_nor_longship_crew_right_0_ror	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
dead_nor_longship_crew_right_1_ror	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
dead_nor_longship_crew_right_2_ror	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
dead_nor_longship_crew_right_3_ror	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
dead_nor_longship_crew_lookout_ror	hu1_empire_staff_and_sword	wh_dlc08_nor_cha_shaman_sorcerer	wh_main_infantry_rider		false	true	false
dead_nor_longship_crew_drummer_ror	hu1c_wh3_kislev_dual_axe	nor_drummer	wh_main_infantry_rider		false	true	false
sarl_longship_birna	birna_wm	hkrul_birna	wh_main_infantry_rider_character	mod_sarl_birna_longship	true	true	false
sarl_longship_crew_left_0	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
sarl_longship_crew_left_1	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
sarl_longship_crew_left_2	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
sarl_longship_crew_left_3	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
sarl_longship_crew_left_upper_0	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
sarl_longship_crew_left_upper_1	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
sarl_longship_crew_right_upper_0	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
