effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_late_summer					
hkrul_grydal_flame	modifier_icon_flaming.png	130	modifier_icon_flaming.png	battle	true
hkrul_grydal_shield	item_ability.png	300	item_ability.png	battle	true
hkrul_grydal_axe	item_ability.png	300	item_ability.png	battle	true
hkrul_goftur_helm	item_ability.png	300	item_ability.png	battle	true
hkrul_goftur_rally	item_ability.png	300	item_ability.png	battle	true
hkrul_goftur_sword	item_ability.png	300	item_ability.png	battle	true
hkrul_goftur_shield	item_ability.png	300	item_ability.png	battle	true
hkrul_goftur_shark_summon	item_ability.png	4	item_ability.png	battle	true
hkrul_goftur_shield_pas	item_ability.png	300	item_ability.png	battle	true
hkrul_olg_summon	item_ability.png	300	item_ability.png	battle	true
hkrul_mermedus_time	turns.png	130	turns.png	campaign	false
hkrul_mermedus_shield	item_ability.png	300	item_ability.png	battle	true
hkrul_grydal_breath	item_ability.png	300	item_ability.png	battle	true
hkrul_mermedus_axe	item_ability.png	300	item_ability.png	battle	true
hkrul_goftur_children	item_ability.png	300	item_ability.png	battle	true
hkrul_urf_helm	item_ability.png	300	item_ability.png	battle	true
hkrul_urf_rally	item_ability.png	300	item_ability.png	battle	true
hkrul_goftur_bite	item_ability.png	300	item_ability.png	battle	true
hkrul_goftur_wave	item_ability.png	300	item_ability.png	battle	true
hkrul_goftur_avatar	item_ability.png	300	item_ability.png	battle	true
hkrul_goftur_cry	item_ability.png	300	item_ability.png	battle	true
hkrul_shark_augment_2	item_ability.png	300	item_ability.png	battle	true
hkrul_urf_sword	item_ability.png	300	item_ability.png	battle	true
hkrul_urf_shield	item_ability.png	300	item_ability.png	battle	true
hkrul_urf_shield_pas	item_ability.png	300	item_ability.png	battle	true
hkrul_goftur_chaos_dummy	reign_of_chaos.png	1	reign_of_chaos.png	campaign	true
hkrul_goftur_sacrifice_dummy	reign_of_chaos.png	1	reign_of_chaos.png	campaign	true
hkrul_goftur_ascend_dummy	hkrul_goftur_ambition.png	1	hkrul_goftur_ambition.png	campaign	true
hkrul_grydal_chaos_dummy	reign_of_chaos.png	1	reign_of_chaos.png	campaign	true
hkrul_grydal_sacrifice_dummy	reign_of_chaos.png	1	reign_of_chaos.png	campaign	true
hkrul_grydal_ascend_dummy	hkrul_grydal_ambition.png	1	hkrul_grydal_ambition.png	campaign	true
hkrul_goftur_vigor_sea	vigour.png	2	vigour.png	battle	false
hkrul_goftur_vanguard_sea	attribute_guerrilla_deploy.png	620	attribute_guerrilla_deploy.png	campaign	true
hkrul_goftur_ror_dummy	unit_capacity.png	1	unit_capacity.png	campaign	true
hkrul_grydal_raze_bonus_dummy	campaign_movement.png	101	campaign_movement.png	campaign	true
hkrul_grydal_mark	item_ability.png	300	item_ability.png	battle	true
hkrul_grydal_hand	item_ability.png	300	item_ability.png	battle	true
hkrul_grydal_siege_ma	melee.png	154	melee.png	battle	true
hkrul_goftur_shark_cap	unit_capacity.png	1	unit_capacity.png	campaign	true
hkrul_ws_sea	weapon_damage.png	461	weapon_damage.png	battle	true
hkrul_goftur_shark_ws	weapon_damage.png	461	weapon_damage.png	battle	true
hkrul_eyri_ship_effect	item_ability.png	300	item_ability.png	campaign	true
hkrul_raid_stance_cost	icon_effects_raiding.png	1	icon_effects_raiding.png	campaign	false
hkrul_moon_time	item_ability.png	300	item_ability.png	battle	true
hkrul_circle_blooded	item_ability.png	300	item_ability.png	battle	true
hkrul_mermedus_mark	item_ability.png	300	item_ability.png	battle	true
hkrul_kho_warriors_snaegr_armour	armour.png	154	armour.png	battle	true
hkrul_kho_warriors_snaegr_ma	melee.png	155	melee.png	battle	true
hkrul_kho_warriors_snaegr_md	defence.png	157	defence.png	battle	true
eyri_killshot_multi	item_ability.png	300	item_ability.png	battle	true
eyri_killshot	item_ability.png	300	item_ability.png	battle	true
