effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_hakka					
hkrul_hakka_axe	item_ability.png	300	item_ability.png	battle	true
hkrul_hakka_gaze	item_ability.png	777	item_ability.png	battle	true
hkrul_hakka_berserker_speed	battle_movement.png	4	battle_movement.png	battle	true
rhox_aesling_khorne_dedicated_dummy	corruption_khorne.png	1	corruption_khorne.png	campaign	true
rhox_aesling_skull_feature_dummy	khorne_skulls_bundle.png	200	khorne_skulls_bundle.png	campaign	true
rhox_aesling_armies_will_spawn_dummy	khorne_skull_throne.png	502	khorne_skull_throne.png	campaign	true
hkrul_kolsvein_spit	item_ability.png	300	item_ability.png	battle	true
hkrul_kolsvein_sword	item_ability.png	300	item_ability.png	battle	true
hkrul_rafn_axe	item_ability.png	300	item_ability.png	battle	true
rhox_aesling_colonise_feature_dummy	settlement.png	200	settlement.png	campaign	true
rhox_fc_norsca_bloodfather_dummy	agent.png	300	agent.png	battle	true
rhox_hakka_elite_upkeep	military_spending.png	99	military_spending.png	campaign	false
rhox_hakka_elite_charge	charge.png	120	charge.png	battle	true
