effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_drenok					
hkrul_drenok_axe	item_ability.png	300	item_ability.png	battle	true
hkrul_drenok_wolf	item_ability.png	300	item_ability.png	battle	true
hkrul_drenok_blast	item_ability.png	300	item_ability.png	battle	true
hkrul_drenok_breath	item_ability.png	300	item_ability.png	battle	true
hkrul_drenok_ice_attack	melee.png	300	melee.png	battle	true
hkrul_drenok_ice_speed	battle_movement.png	300	battle_movement.png	battle	true
hkrul_drenok_frostwyrm	item_ability.png	300	item_ability.png	battle	true
hkrul_drenok_xp	experience.png	298	experience.png	campaign	true
rhox_drenok_winter_dummy	attrition.png	10	attrition.png	campaign	true
rhox_drenok_winter_storm	attrition.png	10	attrition.png	campaign	true
hkrul_contact_icefang	hkrul_phase_contact_icefang.png	140	hkrul_phase_contact_icefang.png	battle	true
hkrul_drenok_greataxe	item_ability.png	300	item_ability.png	battle	true
rhox_drenok_ice_chance	effect_bundle_ice_units.png	140	effect_bundle_ice_units.png	battle	true
rhox_drenok_ice_feature_dummy	effect_bundle_ice_units.png	140	effect_bundle_ice_units.png	battle	true
rhox_drenok_ice_unit_upkeep	military_spending.png	99	military_spending.png	campaign	false
rhox_drenok_ice_unit_strength	weapon_damage.png	97	weapon_damage.png	battle	true
hkrul_drenok_bear	mount.png	50	mount.png	both	true
