effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_birna					
hkrul_birna_sword	item_ability.png	300	item_ability.png	battle	true
hkrul_birna_bow	item_ability.png	300	item_ability.png	battle	true
hkrul_birna_gaze	item_ability.png	300	item_ability.png	battle	true
hkrul_birna_flock	item_ability.png	300	item_ability.png	battle	true
hkrul_birna_ws_hunt_dummy	accuracy.png	300	accuracy.png	battle	true
hkrul_birna_diplo_world_walkers	diplomacy.png	800	diplomacy.png	campaign	true
rhox_birna_hunting_bonus	effect_bundle_sarl.png	1	effect_bundle_sarl.png	campaign	true
rhox_birna_wood_bonus_dummy	effect_bundle_timber.png	2	effect_bundle_timber.png	campaign	true
hkrul_birna_hunters_cap	unit_capacity.png	1	unit_capacity.png	campaign	true
hkrul_birna_hunters_upkeep	military_spending.png	1	military_spending.png	campaign	false
hkrul_birna_hunters_snipe	snipe.png	1	snipe.png	battle	true
hkrul_birna_hunters_vanguard	attribute_guerrilla_deploy.png	1	attribute_guerrilla_deploy.png	battle	true
hkrul_birna_feature_hunt	hkrul_effect_bundle_hunt_dummy.png	1	hkrul_effect_bundle_hunt_dummy.png	campaign	true
hkrul_ulfric_diplo_marienburg	diplomacy.png	800	diplomacy.png	campaign	true
hkrul_norsca_ror_sla_cap	unit_capacity.png	1	unit_capacity.png	campaign	true
hkrul_norsca_ror_tze_cap	unit_capacity.png	1	unit_capacity.png	campaign	true
hkrul_norsca_harpoon_ror_cap	unit_capacity.png	1	unit_capacity.png	campaign	true
hkrul_eyrdal_thorn	item_ability.png	300	item_ability.png	battle	true
