effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ab_wolftribe					
packlord_hunter_monster_hunt_trait_dummy	general_ability.png	980	general_ability.png	campaign	true
packlord_hunter_enable_attribute_devastating_flanker	devastating_flanker.png	320	devastating_flanker.png	battle	true
packlord_main_skill_boon_of_the_gods_1	trait_norsca.png	1	trait_norsca.png	both	true
enable_passive_redirecting_aura	general_ability.png	1	general_ability.png	battle	true
starting_buildings_hunting_camp		0		campaign	true
hunting_camp_speed_wolf_creatures	battle_movement.png	421	battle_movement.png	battle	true
hunting_camp_force_melee_attack_wolf_creatures	melee.png	431	melee.png	battle	true
hunting_camp_force_weapon_strength_wolf_creatures	weapon_damage.png	461	weapon_damage.png	battle	true
morale_skin_wolves	morale.png	79	morale.png	battle	true
upkeep_skin_wolves_warhounds	military_spending.png	99	military_spending.png	campaign	false
vanguard_ice_wolves	attribute_guerrilla_deploy.png	620	attribute_guerrilla_deploy.png	battle	true
wh_main_lord_enable_abilities_blessing_of_the_hound	spell_ability.png	35	spell_ability.png	battle	true
recr_cost_red_skin_wolves	treasury.png	99	treasury.png	campaign	false
enable_ice_wolves_summon	general_ability.png	1	general_ability.png	battle	true
skin_wolf_enable_terror	attribute_causes_terror.png	16	attribute_causes_terror.png	battle	true
skin_wolf_transformation_enable_terror	attribute_causes_terror.png	16	attribute_causes_terror.png	battle	true
recruitment_bonus_skin_wolves	experience.png	16	experience.png	campaign	true
unit_recruitment_duration_skin_wolves	turns.png	17	turns.png	campaign	false
global_recruitment_duration_skin_wolves	turns.png	130	turns.png	campaign	false
skin_wolves_horrible_regeneration	general_ability.png	4	general_ability.png	battle	true
armour_piercing_damage_skin_wolves	armour_piercing.png	55	armour_piercing.png	battle	true
speed_skinwolves	battle_movement.png	421	battle_movement.png	battle	true
diplomatic_relations_wintertooth	diplomacy.png	2	diplomacy.png	campaign	true
wolftribe_enable_ability_my_mother	general_ability.png	2	general_ability.png	battle	true
wolftribe_enable_ability_rally_the_tribe	general_ability.png	3	general_ability.png	battle	true
wolftribe_effect_enable_primal_instincts	passive_primal.png	320	passive_primal.png	battle	true
wolftribe_hunting_camps	ogre_camp.png	5	ogre_camp.png	campaign	true
wolftribe_hunting_journeys	norse_god_hound.png	4	norse_god_hound.png	campaign	true
nor_hunters_range	accuracy.png	10	accuracy.png	battle	true
wolftribe_enable_child_of_frigustrex	general_ability.png	300	general_ability.png	battle	true
hkrul_wolf_bite	general_ability.png	3	general_ability.png	battle	true
wolftribe_effect_ability_bitter_aura	general_ability.png	3	general_ability.png	battle	true
wolftribe_effect_ability_enable_frostaxe_aura	general_ability.png	3	general_ability.png	battle	true
wolftribe_effect_ability_enable_fireaxe_aura	general_ability.png	3	general_ability.png	battle	true
wolftribe_weapon_strength_marauders	weapon_damage.png	400	weapon_damage.png	battle	true
wolftribe_courageous_marauders	attribute_immune_to_psychology.png	432	attribute_immune_to_psychology.png	battle	true
wolftribe_bonus_melee_defence_fighting_against_bretonnia	defence.png	124	defence.png	battle	true
wolftribe_recruit_rank_all	experience.png	120	experience.png	campaign	true
wolftribe_enable_summon_champions	general_ability.png	707	general_ability.png	battle	true
wolftribe_effect_enable_mount_gjalfr	mount.png	50	mount.png	both	true
