effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_harald					
hkrul_harald_sword	item_ability.png	300	item_ability.png	battle	true
hkrul_harald_fear_vs_norsca	attribute_causes_terror.png	2	attribute_causes_terror.png	battle	true
hkrul_harald_skin_wolves_bonus_vs_large	bonus_vs_large.png	1	bonus_vs_large.png	battle	true
hkrul_harald_berserker_melee_damage	weapon_damage.png	2	weapon_damage.png	battle	true
rhox_harald_feature_dummy	effect_bundle_graeling.png	1	effect_bundle_graeling.png	campaign	true
hkrul_harald_king	item_ability.png	300	item_ability.png	battle	true
hkrul_verdandi_hunt	item_ability.png	23	item_ability.png	battle	true
rhox_harald_elite_upkeep	military_spending.png	99	military_spending.png	campaign	false
rhox_harald_elite_melee_attack	melee.png	154	melee.png	battle	true
