member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/rhox_aesling_diplo		
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_Negative	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionCathay	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionCathay_&_Negative	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionCathay_&_Positive	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionChaosDwarfs	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionChaosDwarfs_&_Negative	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionChaosDwarfs_&_Positive	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionDaemon	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionDaemon_&_Negative	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionDaemon_&_Positive	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionKhorne	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionKhorne_&_Negative	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionKhorne_&_Positive	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionKislev	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionKislev_&_Negative	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionKislev_&_Positive	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionNurgle	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionNurgle_&_Negative	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionNurgle_&_Positive	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionOgre	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionOgre_&_Negative	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionOgre_&_Positive	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionSlaanesh	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionTzeentch	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionTzeentch_&_Negative	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionTzeentch_&_Positive	ACTOR	wh_main_nor_aesling
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_Positive	ACTOR	wh_main_nor_aesling
