member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/rhox_birna_diplo		
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBeastmen	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBeastmen_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBeastmen_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBretonnia	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBretonnia_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionBretonnia_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionChaos	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionChaos_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionChaos_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionDarkElves	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionDarkElves_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionDarkElves_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionDwarf	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionDwarf_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionDwarf_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionEmpire	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionEmpire_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionEmpire_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionGreenskin	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionGreenskin_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionGreenskin_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionHighElves	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionHighElves_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionHighElves_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionLizardmen	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionLizardmen_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionLizardmen_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionSkaven	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionSkaven_&_Negative	ACTOR	wh_main_nor_sarl
