faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/scm_norsca_elite				
	rhox_graeling_champion	scm_fc_norsca_graeling_nor_marauder_champion_0	scm_fc_norsca_graeling_nor_marauder_champion_0	placeholder
	rhox_baersonling_champion	wh_dlc08_nor_inf_marauder_champions_1	scm_fc_norsca_baersonling_nor_marauder_champion_1	scm_fc_norsca_baersonling_nor_marauder_champion_1
	rhox_kurgan_champion	wh_dlc08_nor_inf_marauder_champions_0	scm_fc_norsca_kurgan_nor_marauder_champion_0	hkrul_kurgan_marauder_champion
	rhox_kurgan_spearman	wh_dlc08_nor_inf_marauder_spearman_0	scm_fc_norsca_kurgan_nor_marauder_spear	hkrul_kurgan_marauder_spearmen
	rhox_kurgan_javelin	wh_dlc08_nor_inf_marauder_hunters_1	scm_fc_norsca_kurgan_nor_marauder_javelins	hkrul_kurgan_marauder_javelin
	rhox_aesling_berserker	scm_fc_norsca_aesling_nor_marauder_berserker	scm_fc_norsca_aesling_nor_marauder_berserker	scm_fc_norsca_aesling_nor_marauder_berserker
	rhox_skeggi_champion	hkrul_skeggi_inf_marauder_champions_0	hkrul_skeggi_marauder_champion_0	thm_skeggi_marauder_champion
	rhox_yusak_devoted_marauders	rhox_yusak_devoted_marauders	rhox_yusak_devoted_marauders	placeholder
	rhox_drenok_marauder	scm_fc_norsca_icefang_nor_marauder	scm_fc_norsca_icefang_nor_marauder	placeholder
	rhox_wolftribe_marauder	scm_fc_norsca_wolf_nor_marauder	scm_fc_norsca_wolf_nor_marauder	scm_fc_norsca_wolf_nor_marauder
