faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/scm_norsca_regional				
wh2_main_nor_skeggi	wh_dlc08_nor_inf_marauder_berserkers_0	hkrul_skeggi_inf_marauder_berserkers_0	hkrul_skeggi_marauder_beserker	thm_skeggi_beserker
wh2_main_nor_skeggi	wh_dlc08_nor_inf_marauder_champions_0	hkrul_skeggi_inf_marauder_champions_0	hkrul_skeggi_marauder_champion_0	thm_skeggi_marauder_champion
wh2_main_nor_skeggi	wh_dlc08_nor_inf_marauder_champions_1	hkrul_skeggi_inf_marauder_champions_1	hkrul_skeggi_marauder_champion_1	thm_skeggi_marauder_champion_gw
wh2_main_nor_skeggi	wh_dlc08_nor_inf_marauder_hunters_0	hkrul_skeggi_inf_marauder_hunters_0	hkrul_skeggi_marauder_throwing_axe	thm_skeggi_marauder_throwing_axes
wh2_main_nor_skeggi	wh_dlc08_nor_inf_marauder_hunters_1	hkrul_skeggi_inf_marauder_hunters_1	hkrul_skeggi_marauder_javelin	thm_skeggi_marauder_javelin
wh2_main_nor_skeggi	wh_dlc08_nor_inf_marauder_spearman_0	hkrul_skeggi_inf_marauder_spearman_0	hkrul_skeggi_marauder_spear	thm_skeggi_marauder_spearmen
wh2_main_nor_skeggi	wh_dlc08_nor_mon_norscan_giant_0	hkrul_skeggi_giant	hkrul_skeggi_giant	thm_skeggi_giant
wh2_main_nor_skeggi	wh_main_nor_inf_chaos_marauders_0	hkrul_skeggi_inf_chaos_marauders_0	hkrul_skeggi_marauder	thm_skeggi_marauder
wh2_main_nor_skeggi	wh_main_nor_inf_chaos_marauders_1	hkrul_skeggi_inf_chaos_marauders_1	hkrul_skeggi_marauder_1	thm_skeggi_marauder_great_weapons
wh_main_nor_bjornling	wh_dlc08_nor_inf_marauder_champions_0	hkrul_bjornling_inf_marauder_champions_0	hkrul_bjornling_marauder_champion_0	thm_bjornling_marauder_champion
wh_main_nor_bjornling	wh_dlc08_nor_inf_marauder_champions_1	hkrul_bjornling_inf_marauder_champions_1	hkrul_bjornling_marauder_champion_1	thm_bjornling_marauder_champion_gw
wh_main_nor_bjornling	wh_dlc08_nor_inf_marauder_hunters_0	hkrul_bjornling_inf_marauder_hunters_0	hkrul_bjornling_marauder_throwing_axe	placeholder
wh_main_nor_bjornling	wh_dlc08_nor_inf_marauder_hunters_1	hkrul_bjornling_inf_marauder_hunters_1	hkrul_bjornling_marauder_javelin	placeholder
wh_main_nor_bjornling	wh_dlc08_nor_inf_marauder_spearman_0	hkrul_bjornling_inf_marauder_spearman_0	hkrul_bjornling_marauder_spear	thm_bjornling_marauder_spearmen
wh_main_nor_bjornling	wh_main_nor_inf_chaos_marauders_0	hkrul_bjornling_inf_chaos_marauders_0	hkrul_bjornling_marauder	thm_bjornling_marauder
wh_main_nor_bjornling	wh_main_nor_inf_chaos_marauders_1	hkrul_bjornling_inf_chaos_marauders_1	hkrul_bjornling_marauder_1	thm_bjornling_marauder_great_weapons
