faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/scm_frontend_dummy				
	hkrul_dummy_baersonling_inf_chaos_marauders_0			scm_fc_norsca_baersonling_nor_marauder
	hkrul_dummy_baersonling_chaos_marauders_1			scm_fc_norsca_baersonling_nor_marauder_great_weapons
	hkrul_dummy_baersonling_marauder_hunters_0			scm_fc_norsca_baersonling_nor_marauder_throwing_axe
	hkrul_dummy_aesling_inf_marauder_champions_1			willo_aesling_nor_marauder_champion_1
	hkrul_dummy_varg_inf_marauder_berserkers_0			varg_marauder_berserker
	hkrul_dummy_varg_inf_chaos_marauders_0			varg_marauders
	hkrul_dummy_wolf_inf_chaos_marauders_0			scm_fc_norsca_wolf_nor_marauder
	hkrul_dummy_wolf_chaos_marauders_1			scm_fc_norsca_wolf_nor_marauder_great_weapons
	hkrul_dummy_yusak_marauder_horsemen_0			yusak_marauder_horsemen
	hkrul_dummy_yusak_marauder_horsemen_1			yusak_marauder_horsemen_throwing_axes
	hkrul_dummy_kurgan_chaos_marauders_1			hkrul_kurgan_marauder_great_weapons
	hkrul_dummy_aesling_inf_marauder_berserkers_0			scm_fc_norsca_aesling_nor_marauder_berserker
	hkrul_dummy_sarl_chaos_marauders_1			scm_marauder_great_weapons_unit_card_sarl
	hkrul_dummy_sarl_marauder_hunters_0			scm_fc_norsca_sarl_nor_marauder_throwing_axe
	hkrul_dummy_bloodfjord_marauder_hunters_0			blood_inf_marauder_hunters_0
