faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/hkrul_adella				
	hkrul_skeggi_inf_marauder_berserkers_0	hkrul_skeggi_inf_marauder_berserkers_0	hkrul_skeggi_marauder_beserker	thm_skeggi_beserker
	hkrul_skeggi_inf_marauder_champions_0	hkrul_skeggi_inf_marauder_champions_0	hkrul_skeggi_marauder_champion_0	thm_skeggi_marauder_champion
	hkrul_skeggi_inf_marauder_champions_1	hkrul_skeggi_inf_marauder_champions_1	hkrul_skeggi_marauder_champion_1	thm_skeggi_marauder_champion_gw
	hkrul_skeggi_inf_marauder_hunters_0	hkrul_skeggi_inf_marauder_hunters_0	hkrul_skeggi_marauder_throwing_axe	thm_skeggi_marauder_throwing_axes
	hkrul_skeggi_inf_marauder_hunters_1	hkrul_skeggi_inf_marauder_hunters_1	hkrul_skeggi_marauder_javelin	thm_skeggi_marauder_javelin
	hkrul_skeggi_inf_marauder_spearman_0	hkrul_skeggi_inf_marauder_spearman_0	hkrul_skeggi_marauder_spear	thm_skeggi_marauder_spearmen
	hkrul_skeggi_giant	hkrul_skeggi_giant	hkrul_skeggi_giant	thm_skeggi_giant
	hkrul_skeggi_inf_chaos_marauders_0	hkrul_skeggi_inf_chaos_marauders_0	hkrul_skeggi_marauder	thm_skeggi_marauder
	hkrul_skeggi_inf_chaos_marauders_1	hkrul_skeggi_inf_chaos_marauders_1	hkrul_skeggi_marauder_1	thm_skeggi_marauder_great_weapons
	hkrul_skeggi_giant_ror	hkrul_skeggi_giant_ror	hkrul_skeggi_giant_ror	hkrul_skeggi_giant_ror
