faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/scm_norsca_cb_aesling				
	scm_fc_norsca_aesling_nor_marauder_throwing_axe	scm_fc_norsca_aesling_nor_marauder_throwing_axe	scm_fc_norsca_aesling_nor_marauder_throwing_axe	scm_fc_norsca_aesling_nor_marauder_throwing_axe
	scm_fc_norsca_aesling_nor_marauder_javelins	scm_fc_norsca_aesling_nor_marauder_javelins	scm_fc_norsca_aesling_nor_marauder_javelins	scm_fc_norsca_aesling_nor_marauder_javelins
	scm_fc_norsca_aesling_nor_marauder_spear	scm_fc_norsca_aesling_nor_marauder_spear	scm_fc_norsca_aesling_nor_marauder_spear	scm_fc_norsca_aesling_nor_marauder_spear
	scm_fc_norsca_aesling_nor_marauder	scm_fc_norsca_aesling_nor_marauder	scm_fc_norsca_aesling_nor_marauder	scm_fc_norsca_aesling_nor_marauder
	scm_fc_norsca_aesling_nor_marauder_great_weapons	scm_fc_norsca_aesling_nor_marauder_great_weapons	scm_fc_norsca_aesling_nor_marauder_great_weapons	scm_fc_norsca_aesling_nor_marauder_great_weapons
	scm_fc_norsca_aesling_nor_marauder_horsemen_throwing_axe	scm_fc_norsca_aesling_nor_marauder_horsemen_throwing_axe	scm_fc_norsca_aesling_nor_marauder_horsemen_throwing_axe	scm_fc_norsca_aesling_nor_marauder_horsemen_throwing_axe
	scm_fc_norsca_bloodfjord_nor_marauder_javelins	blood_inf_marauder_hunters_1	blood_inf_marauder_hunters_1	blood_inf_marauder_hunters_1
	scm_fc_norsca_bloodfjord_nor_marauder_spear	blood_inf_marauder_spear	blood_inf_marauder_spear	blood_inf_marauder_spear
	hkrul_bloodfjord_inf_marauder_champions_1	scm_fc_norsca_aesling_nor_marauder_champion_great_mace	scm_fc_norsca_aesling_nor_marauder_champion_1	blood_inf_marauder_champions_1
	hkrul_bloodfjord_inf_marauder_champions_0	scm_fc_norsca_aesling_nor_marauder_champion_0	scm_fc_norsca_aesling_nor_marauder_champion_0	blood_inf_marauder_champions_0
