ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_oda	
hkrul_oda_shield	hkrul_oda
wh3_main_unit_passive_single_entity	hkrul_oda
wh_main_character_abilities_deadly_onslaught	hkrul_oda
wh_main_character_abilities_foe_seeker	hkrul_oda
hkrul_oda_shield	hkrul_oda_horse
wh3_main_unit_passive_single_entity	hkrul_oda_horse
wh_main_character_abilities_deadly_onslaught	hkrul_oda_horse
wh_main_character_abilities_foe_seeker	hkrul_oda_horse
hkrul_oda_shield	hkrul_oda_manticore
wh3_main_unit_passive_single_entity	hkrul_oda_manticore
wh_main_character_abilities_deadly_onslaught	hkrul_oda_manticore
wh_main_character_abilities_foe_seeker	hkrul_oda_manticore
