ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_adella	
wh3_main_unit_passive_single_entity	hkrul_adella
wh_dlc08_lord_abilities_fight_or_die	hkrul_adella
wh_dlc08_unit_passive_rage	hkrul_adella
wh3_main_unit_passive_single_entity	hkrul_adella_mount
wh_dlc08_lord_abilities_fight_or_die	hkrul_adella_mount
wh_dlc08_unit_passive_rage	hkrul_adella_mount
wh_dlc08_unit_passive_berserk	hkrul_skeggi_inf_marauder_berserkers_0
wh_main_unit_passive_frenzy	hkrul_skeggi_inf_marauder_berserkers_0
wh_dlc08_unit_passive_rage	hkrul_skeggi_inf_marauder_champions_0
wh_dlc08_unit_passive_rage	hkrul_skeggi_inf_marauder_champions_1
wh_dlc08_unit_passive_rage	hkrul_skeggi_inf_marauder_hunters_1
wh_dlc08_unit_passive_rage	hkrul_skeggi_inf_marauder_spearman_0
wh_dlc08_unit_passive_rage	hkrul_skeggi_inf_chaos_marauders_0
wh_dlc08_unit_passive_rage	hkrul_skeggi_inf_chaos_marauders_1
wh_dlc08_unit_passive_rage	hkrul_skeggi_inf_marauder_hunters_0
wh3_main_unit_passive_single_entity	hkrul_skeggi_giant
wh3_main_unit_passive_single_entity	hkrul_soren
hkrul_soren_sack	hkrul_soren
wh_dlc08_unit_passive_rage	hkrul_soren
hkrul_soren_sack_2	hkrul_soren
wh3_main_unit_passive_single_entity	hkrul_skeggi_giant_ror
