ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/dead_scm_longships	
wh3_main_unit_passive_single_entity	nor_longship_ror
scm_longship_pas_buff_bjornling	nor_longship_ror
scm_longship_mists_bjornling	nor_longship_ror
hkrul_longship_spawn	nor_longship_ror
wh3_main_unit_passive_single_entity	hkrul_birna_longship
wh_dlc08_lord_abilities_fight_or_die	hkrul_birna_longship
scm_longship_mists	hkrul_birna_longship
wh_main_character_abilities_foe_seeker	hkrul_birna_longship
scm_longship_pas_buff	hkrul_birna_longship
hkrul_birna_net	hkrul_birna_longship
hkrul_birna_flock	hkrul_birna_longship
hkrul_birna_bomb	hkrul_birna_longship
wh3_main_unit_passive_single_entity	hkrul_harald_longship
wh_dlc08_lord_abilities_fight_or_die	hkrul_harald_longship
wh3_main_spell_bound_spirit_leech	hkrul_harald_longship
scm_longship_mists	hkrul_harald_longship
wh_main_character_abilities_foe_seeker	hkrul_harald_longship
hkrul_harald_king	hkrul_harald_longship
scm_longship_harald_heal	hkrul_harald_longship
scm_longship_harald_heal2	hkrul_harald_longship
scm_longship_pas_buff	hkrul_harald_longship
wh3_main_unit_passive_single_entity	hkrul_geimdall_longship
wh_dlc08_lord_abilities_fight_or_die	hkrul_geimdall_longship
scm_longship_mists_bjornling	hkrul_geimdall_longship
scm_longship_pas_buff_bjornling	hkrul_geimdall_longship
wh_main_character_abilities_foe_seeker	hkrul_geimdall_longship
hkrul_longship_spawn2	hkrul_geimdall_longship
scm_longship_geimdall_storm	hkrul_geimdall_longship
hkrul_geimdall_shield_pas	hkrul_geimdall_longship
hkrul_geimdall_command	hkrul_geimdall_longship
hkrul_longship_kraken	nor_longship_ror
hkrul_longship_tidecall	nor_longship_ror
hkrul_longship_denizens	nor_longship_ror
