ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_nor_surp	
hkrul_olg_spit	hkrul_olg
wh3_main_unit_passive_single_entity	hkrul_olg
wh_main_character_abilities_deadly_onslaught	hkrul_olg
wh_main_character_abilities_foe_seeker	hkrul_olg
hkrul_olg_summon	hkrul_olg
wh3_main_unit_passive_single_entity	hkrul_olg_chariot
hkrul_olg_summon	hkrul_olg_chariot
wh_main_character_abilities_deadly_onslaught	hkrul_olg_chariot
wh_main_character_abilities_foe_seeker	hkrul_olg_chariot
hkrul_olg_spit	hkrul_olg_chariot
wh3_main_unit_passive_single_entity	hkrul_tuula
wh_main_character_abilities_deadly_onslaught	hkrul_tuula
wh_main_character_abilities_foe_seeker	hkrul_tuula
hkrul_haftagg_shield	hkrul_haftagg
wh3_main_unit_passive_single_entity	hkrul_haftagg
wh_main_character_abilities_deadly_onslaught	hkrul_haftagg
wh_main_character_abilities_foe_seeker	hkrul_haftagg
wh3_main_unit_passive_single_entity	hkrul_olaf_chariot
wh_main_character_abilities_deadly_onslaught	hkrul_olaf_chariot
wh_main_character_abilities_foe_seeker	hkrul_olaf_chariot
hkrul_haftagg_roar	hkrul_haftagg
wh3_main_unit_passive_single_entity	hkrul_olaf
wh_main_character_abilities_deadly_onslaught	hkrul_olaf
wh_main_character_abilities_foe_seeker	hkrul_olaf
hkrul_olaf_rally	hkrul_olaf
hkrul_olaf_retinue	hkrul_olaf
hkrul_tuula_rally	hkrul_tuula
hkrul_tuula_bound	hkrul_tuula
wh3_main_unit_passive_single_entity	hkrul_tuula_chariot
wh_main_character_abilities_deadly_onslaught	hkrul_tuula_chariot
wh_main_character_abilities_foe_seeker	hkrul_tuula_chariot
hkrul_tuula_rally	hkrul_tuula_chariot
hkrul_tuula_bound	hkrul_tuula_chariot
hkrul_olaf_rally	hkrul_olaf_chariot
hkrul_olaf_retinue	hkrul_olaf_chariot
wh3_main_unit_passive_single_entity	hkrul_olaf_mammoth
wh_main_character_abilities_deadly_onslaught	hkrul_olaf_mammoth
wh_main_character_abilities_foe_seeker	hkrul_olaf_mammoth
hkrul_olaf_rally	hkrul_olaf_mammoth
hkrul_olaf_retinue	hkrul_olaf_mammoth
wh3_main_unit_passive_single_entity	wh_dlc08_nor_mon_war_mammoth_0
wh3_main_unit_passive_single_entity	hkrul_orgrim
wh_main_character_abilities_deadly_onslaught	hkrul_orgrim
hkrul_orgrim_axe	hkrul_orgrim
wh_main_character_abilities_foe_seeker	hkrul_orgrim
wh3_main_unit_passive_single_entity	hkrul_berus
hkrul_berus_axe	hkrul_berus
hkrul_berus_eye	hkrul_berus
wh_main_character_abilities_deadly_onslaught	hkrul_berus
wh_main_character_abilities_foe_seeker	hkrul_berus
wh3_main_unit_passive_single_entity	hkrul_usta
hkrul_usta_gaze	hkrul_usta
wh3_main_unit_passive_single_entity	hkrul_kammler
wh_main_character_passive_evasion	hkrul_usta
wh_main_character_passive_evasion	hkrul_kammler
wh3_main_unit_passive_single_entity	hkrul_eyri
wh_main_character_abilities_deadly_onslaught	hkrul_eyri
wh_main_character_abilities_foe_seeker	hkrul_eyri
hkrul_eyri_cash	hkrul_eyri
wh3_main_unit_passive_single_entity	hkrul_hafskael
wh_main_character_abilities_deadly_onslaught	hkrul_hafskael
wh_main_character_abilities_foe_seeker	hkrul_hafskael
wh3_main_unit_passive_single_entity	hkrul_hafskael_chariot
wh_main_character_abilities_deadly_onslaught	hkrul_hafskael_chariot
wh_main_character_abilities_foe_seeker	hkrul_hafskael_chariot
wh_main_unit_passive_frenzy	hkrul_orgrim
wh_main_unit_passive_regeneration	hkrul_orgrim
wh_main_unit_passive_frenzy	hkrul_haftagg
wh_main_unit_passive_regeneration	hkrul_haftagg
hkrul_kammler_time	hkrul_kammler
hkrul_kammler_hand	hkrul_kammler
eyri_killshot	hkrul_eyri
eyri_killshot_multi	hkrul_eyri
