ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_late_summer	
hkrul_grydal_shield	hkrul_grydal
wh3_main_unit_passive_single_entity	hkrul_grydal
wh_main_character_abilities_deadly_onslaught	hkrul_grydal
wh_main_character_abilities_foe_seeker	hkrul_grydal
wh3_main_unit_passive_single_entity	hkrul_goftur
wh3_main_unit_passive_single_entity	hkrul_shark_1
hkrul_shark_augment	hkrul_shark_1
wh3_main_unit_passive_single_entity	hkrul_mermedus
wh3_main_unit_passive_single_entity	hkrul_urf
hkrul_goftur_shark_summon	hkrul_goftur
hkrul_goftur_shark_summon	hkrul_mermedus
hkrul_goftur_wave	hkrul_goftur
hkrul_goftur_wave	hkrul_mermedus
wh3_main_unit_passive_single_entity	hkrul_shark_2
hkrul_shark_augment	hkrul_shark_2
hkrul_goftur_avatar	hkrul_mermedus
wh3_main_unit_passive_single_entity	hkrul_shark_3
hkrul_shark_augment	hkrul_shark_3
hkrul_goftur_augment	hkrul_shark_3
wh_main_unit_passive_regeneration	hkrul_shark_3
hkrul_shark_augment	hkrul_mermedus
hkrul_shark_augment	hkrul_goftur
hkrul_goftur_cry	hkrul_goftur
hkrul_goftur_cry	hkrul_mermedus
wh3_main_character_abilities_gate_of_khorne	hkrul_urf
hkrul_grydal_breath	hkrul_urf
wh3_main_unit_passive_daemonic_instability_daemon	hkrul_urf
wh3_main_unit_passive_daemonic_instability_daemon_ii	hkrul_urf
hkrul_grydal_shield	hkrul_urf
wh_main_character_abilities_deadly_onslaught	hkrul_urf
wh_main_character_abilities_foe_seeker	hkrul_urf
hkrul_grydal_hand	hkrul_urf
hkrul_grydal_mark	hkrul_grydal
hkrul_grydal_mark	hkrul_urf
wh3_dlc20_unit_passive_giver_of_glory	hkrul_grydal_warshrine
wh_dlc08_unit_passive_favour_of_the_ruinous_powers	hkrul_grydal_warshrine
hkrul_grydal_mark	hkrul_grydal_warshrine
hkrul_grydal_shield	hkrul_grydal_warshrine
wh_main_character_abilities_deadly_onslaught	hkrul_grydal_warshrine
wh_main_character_abilities_foe_seeker	hkrul_grydal_warshrine
wh3_main_unit_passive_single_entity	hkrul_haraldur_chariot
wh_main_character_abilities_deadly_onslaught	hkrul_haraldur_chariot
wh_main_character_abilities_foe_seeker	hkrul_haraldur_chariot
wh3_main_unit_passive_single_entity	hkrul_haraldur
wh_main_character_abilities_deadly_onslaught	hkrul_haraldur
wh_main_character_abilities_foe_seeker	hkrul_haraldur
hkrul_haraldur_rally	hkrul_haraldur
hkrul_haraldur_rally	hkrul_haraldur_chariot
wh3_dlc20_lord_passive_paragon_of_carnage	hkrul_sibat
wh3_main_lord_abilities_bloodthirst	hkrul_sibat
wh3_main_lord_abilities_deathbringer	hkrul_sibat
wh3_main_unit_passive_daemonic_instability_khorne	hkrul_sibat
wh3_main_unit_passive_daemonic_instability_khorne_ii	hkrul_sibat
wh3_main_unit_passive_single_entity	hkrul_sibat
wh_main_unit_passive_frenzy	hkrul_sibat
